rh.aparc.volume,rh_bankssts_volume,rh_caudalanteriorcingulate_volume,rh_caudalmiddlefrontal_volume,rh_cuneus_volume,rh_entorhinal_volume,rh_fusiform_volume,rh_inferiorparietal_volume,rh_inferiortemporal_volume,rh_isthmuscingulate_volume,rh_lateraloccipital_volume,rh_lateralorbitofrontal_volume,rh_lingual_volume,rh_medialorbitofrontal_volume,rh_middletemporal_volume,rh_parahippocampal_volume,rh_paracentral_volume,rh_parsopercularis_volume,rh_parsorbitalis_volume,rh_parstriangularis_volume,rh_pericalcarine_volume,rh_postcentral_volume,rh_posteriorcingulate_volume,rh_precentral_volume,rh_precuneus_volume,rh_rostralanteriorcingulate_volume,rh_rostralmiddlefrontal_volume,rh_superiorfrontal_volume,rh_superiorparietal_volume,rh_superiortemporal_volume,rh_supramarginal_volume,rh_frontalpole_volume,rh_temporalpole_volume,rh_transversetemporal_volume,rh_insula_volume,BrainSegVolNotVent,eTIV
29002,3109.0,2400.0,9496.0,3522.0,2265.0,12463.0,19299.0,16295.0,3143.0,17675.0,10562.0,6957.0,8348.0,19785.0,2358.0,5279.0,5264.0,3746.0,6902.0,2260.0,13826.0,3970.0,18020.0,13371.0,3157.0,21438.0,34676.0,14552.0,15812.0,14567.0,1761.0,2638.0,1122.0,10070.0,1384132.0,1856677.67097
29003,3440.0,1746.0,6721.0,3987.0,2384.0,12042.0,23978.0,12184.0,3104.0,16329.0,10753.0,10221.0,7306.0,17524.0,2647.0,4236.0,5124.0,4190.0,4855.0,2716.0,12828.0,4070.0,16885.0,12850.0,2474.0,21965.0,27006.0,15707.0,17811.0,13990.0,1579.0,2280.0,1269.0,7594.0,1306905.0,1633910.849063
29004,2196.0,2287.0,4780.0,3711.0,1976.0,10313.0,16547.0,12905.0,2797.0,11759.0,7259.0,7881.0,6387.0,14492.0,2038.0,4144.0,4046.0,2605.0,5753.0,2406.0,9440.0,3483.0,13868.0,9533.0,2465.0,13935.0,24048.0,12332.0,13037.0,12394.0,1795.0,2351.0,1152.0,7381.0,1076075.0,1294710.56291
29005,2976.0,1788.0,6513.0,3914.0,2436.0,10396.0,21152.0,13878.0,3623.0,14431.0,9178.0,8414.0,7528.0,16008.0,2002.0,4878.0,4369.0,4525.0,5829.0,3424.0,12193.0,3911.0,16914.0,12793.0,2323.0,19833.0,30099.0,15316.0,14219.0,12276.0,1439.0,3227.0,1160.0,8642.0,1244694.0,1506660.859823
29006,1987.0,2987.0,5742.0,4232.0,1638.0,10929.0,13556.0,10236.0,2825.0,13672.0,7692.0,9073.0,5687.0,12391.0,1967.0,3282.0,3702.0,3210.0,4490.0,3488.0,9157.0,3676.0,12818.0,8855.0,2757.0,16624.0,19242.0,11926.0,11800.0,8150.0,1348.0,2101.0,805.0,7795.0,1244579.0,1792077.718501
29007,3878.0,3076.0,6876.0,3460.0,1866.0,13030.0,15447.0,10916.0,3080.0,14581.0,8819.0,8481.0,6258.0,13092.0,2277.0,5002.0,4427.0,2990.0,5290.0,2689.0,8987.0,3737.0,13659.0,12037.0,2665.0,19666.0,23579.0,13213.0,16477.0,12237.0,1325.0,3355.0,1193.0,7967.0,1390783.0,1794442.636765
29008,1652.0,1013.0,3754.0,4189.0,2557.0,9787.0,9283.0,8583.0,1946.0,11532.0,5727.0,7779.0,4571.0,9031.0,1770.0,3709.0,3485.0,2476.0,3991.0,2627.0,8500.0,2816.0,11360.0,9410.0,1610.0,14992.0,19475.0,11499.0,10954.0,8854.0,1112.0,2669.0,842.0,6243.0,1108014.0,1176688.714162
29009,2218.0,2130.0,4929.0,3431.0,1737.0,9375.0,14747.0,11252.0,2318.0,13134.0,7366.0,6872.0,4726.0,12048.0,2212.0,3031.0,3394.0,2636.0,3828.0,1917.0,8214.0,2940.0,12213.0,8194.0,1967.0,13450.0,17807.0,11759.0,11417.0,9774.0,1073.0,2750.0,779.0,6046.0,1127701.0,1467596.034111
29010,2610.0,1699.0,6064.0,2533.0,1906.0,9072.0,13780.0,11904.0,2363.0,11161.0,8886.0,6653.0,6454.0,13881.0,1603.0,3352.0,3648.0,3312.0,3354.0,1890.0,7922.0,3581.0,12329.0,8828.0,1668.0,14560.0,21974.0,11760.0,15234.0,11049.0,1139.0,2358.0,952.0,5933.0,1178490.0,1471048.427561
29011,2368.0,1189.0,5810.0,2710.0,2013.0,10059.0,12645.0,12788.0,2401.0,11334.0,7594.0,8276.0,5505.0,13545.0,2147.0,3245.0,3230.0,2339.0,4149.0,2372.0,8102.0,3134.0,11525.0,9756.0,1505.0,13687.0,20468.0,12043.0,11681.0,9726.0,1180.0,3410.0,675.0,7327.0,1236499.0,1703879.627109
29012,1793.0,1378.0,5220.0,2187.0,1950.0,8399.0,12491.0,8958.0,1533.0,8761.0,5366.0,7281.0,4463.0,8941.0,2098.0,3390.0,3157.0,2122.0,3094.0,1599.0,7643.0,2735.0,12268.0,7963.0,807.0,12786.0,17433.0,9969.0,9851.0,8231.0,1151.0,2066.0,685.0,5704.0,1035025.0,1381119.847967
29013,2646.0,1988.0,5343.0,3536.0,1601.0,9579.0,16245.0,10782.0,2755.0,11035.0,7438.0,7583.0,4987.0,14467.0,2352.0,3418.0,4309.0,2659.0,4476.0,2167.0,10892.0,3314.0,13851.0,10812.0,1686.0,14701.0,22803.0,13361.0,13549.0,12229.0,1189.0,2183.0,1160.0,7183.0,1315492.0,1513725.373228
29014,1947.0,1364.0,4516.0,2555.0,1443.0,8759.0,14323.0,9535.0,1781.0,11310.0,7010.0,6850.0,5429.0,10918.0,1664.0,2689.0,2472.0,2865.0,3876.0,2040.0,8044.0,2415.0,12347.0,8657.0,1499.0,15141.0,17877.0,10977.0,10326.0,7497.0,1238.0,3039.0,697.0,5871.0,1131806.0,1622264.813454
29015,1869.0,1771.0,3797.0,3182.0,1910.0,8126.0,13473.0,10778.0,2082.0,10751.0,6321.0,6246.0,4395.0,11062.0,1712.0,2874.0,3334.0,2137.0,3892.0,1703.0,7190.0,2889.0,10630.0,8475.0,2111.0,10652.0,17352.0,13691.0,10252.0,9100.0,1165.0,2070.0,742.0,6515.0,1059313.0,1139033.777731
29016,3141.0,1859.0,5565.0,3281.0,2368.0,11681.0,15160.0,14343.0,2633.0,11224.0,7768.0,6195.0,6917.0,14887.0,2172.0,4831.0,3467.0,2826.0,4028.0,1780.0,9724.0,3970.0,14292.0,11069.0,2364.0,15032.0,23284.0,12966.0,13376.0,12684.0,1339.0,3730.0,803.0,7846.0,1291429.0,1778540.749043
29017,1504.0,1556.0,4099.0,3515.0,3832.0,7966.0,11847.0,12152.0,1730.0,12530.0,6421.0,6625.0,5018.0,8285.0,1554.0,3617.0,2900.0,2169.0,3046.0,2666.0,7459.0,1754.0,12175.0,10019.0,1517.0,13176.0,17124.0,14111.0,8481.0,7844.0,1155.0,2943.0,654.0,5160.0,1081716.0,1702201.738778
29018,2054.0,1441.0,4865.0,3533.0,1997.0,9836.0,12681.0,11135.0,1552.0,11420.0,5750.0,7010.0,4476.0,10472.0,1576.0,3522.0,3289.0,2438.0,3345.0,2119.0,8138.0,2999.0,10785.0,8765.0,1669.0,15066.0,18547.0,10143.0,11516.0,9151.0,1104.0,2459.0,812.0,5988.0,1193945.0,1605555.16298
29019,2549.0,1368.0,5057.0,2904.0,2190.0,10044.0,15223.0,9466.0,2798.0,10394.0,6738.0,5097.0,5693.0,11581.0,1981.0,2684.0,3400.0,2804.0,3914.0,1999.0,8299.0,2682.0,13078.0,10161.0,1484.0,12231.0,20985.0,12394.0,9862.0,11111.0,1453.0,2464.0,791.0,7253.0,1135911.0,1571357.005034
29020,1704.0,1163.0,3268.0,2588.0,1605.0,8972.0,12070.0,7294.0,2167.0,10384.0,6578.0,6086.0,4547.0,8900.0,1597.0,3151.0,2684.0,2468.0,2953.0,1906.0,7740.0,2713.0,11337.0,8351.0,1402.0,14088.0,16804.0,11130.0,8559.0,8266.0,1252.0,2309.0,697.0,5092.0,1071353.0,1538793.631382
29021,2049.0,2596.0,5549.0,3172.0,2450.0,11343.0,15090.0,12594.0,2173.0,10244.0,7896.0,6908.0,5814.0,11169.0,1741.0,3228.0,4199.0,2791.0,4808.0,2136.0,8820.0,2603.0,13379.0,9635.0,2162.0,15121.0,22176.0,10770.0,9973.0,8971.0,1351.0,3269.0,678.0,7620.0,1210932.0,1695314.667027
29022,1987.0,1613.0,6032.0,3554.0,1484.0,8912.0,12230.0,10809.0,2682.0,11650.0,7860.0,6395.0,5396.0,12346.0,1815.0,3231.0,3951.0,2787.0,4266.0,2354.0,8165.0,2854.0,11376.0,8874.0,1999.0,14026.0,19347.0,9578.0,10801.0,7169.0,1009.0,2649.0,853.0,6879.0,1107831.0,1470107.131418
29023,2294.0,2200.0,4803.0,3669.0,1956.0,10538.0,13215.0,10726.0,2140.0,11963.0,6848.0,6260.0,4907.0,12160.0,2186.0,3838.0,3425.0,2485.0,3380.0,1900.0,8646.0,3073.0,12174.0,10228.0,1814.0,13943.0,18894.0,11436.0,12162.0,9973.0,1360.0,2785.0,986.0,6979.0,1093526.0,1461360.235733
29024,2604.0,2338.0,6133.0,3312.0,1952.0,9069.0,13813.0,11200.0,2036.0,12460.0,7632.0,6761.0,5197.0,12666.0,2267.0,4228.0,3476.0,2621.0,3768.0,1731.0,8351.0,4098.0,12456.0,10682.0,2271.0,17152.0,22528.0,12133.0,13140.0,11262.0,1171.0,2780.0,918.0,7673.0,1309318.0,1856582.750287
29025,2120.0,1821.0,5663.0,2588.0,2163.0,8289.0,6418.0,9585.0,2398.0,6129.0,6419.0,5206.0,4592.0,10855.0,2030.0,3714.0,3673.0,2353.0,3654.0,1249.0,6567.0,2801.0,12750.0,7698.0,1782.0,13503.0,19489.0,6320.0,11299.0,8178.0,1236.0,2428.0,762.0,6225.0,1066949.0,1557791.755477
29026,2045.0,1289.0,4028.0,2355.0,1534.0,9454.0,10384.0,9883.0,1819.0,10357.0,6411.0,5691.0,4969.0,10910.0,1675.0,3049.0,3109.0,2373.0,4398.0,1761.0,8418.0,2624.0,10246.0,9049.0,1576.0,11574.0,17506.0,9288.0,11029.0,9023.0,1183.0,2230.0,693.0,5929.0,1022913.0,1466694.164119
29027,1958.0,1319.0,4038.0,2758.0,2097.0,11002.0,12069.0,13058.0,2125.0,12670.0,5755.0,5375.0,5018.0,11480.0,1887.0,3085.0,3403.0,2738.0,4381.0,1464.0,8540.0,3047.0,10671.0,9027.0,1935.0,14384.0,19283.0,11573.0,10088.0,9234.0,1147.0,3181.0,876.0,6900.0,1101888.0,1514846.654088
29028,2974.0,1968.0,4731.0,3320.0,1479.0,11532.0,17772.0,13194.0,2732.0,14820.0,6408.0,7726.0,6345.0,16417.0,1887.0,2927.0,3399.0,3451.0,5889.0,2823.0,7942.0,3023.0,8305.0,10633.0,2513.0,25565.0,26800.0,10913.0,14121.0,9309.0,1475.0,3124.0,839.0,7004.0,1208398.0,1638917.049984
29029,2654.0,1910.0,5327.0,3562.0,1734.0,8496.0,14051.0,12795.0,2923.0,13194.0,6515.0,8001.0,5229.0,14754.0,1929.0,3446.0,4335.0,2736.0,5432.0,1971.0,8810.0,3677.0,12217.0,10257.0,2050.0,15482.0,21542.0,12279.0,12547.0,11532.0,1086.0,2158.0,814.0,7929.0,1117951.0,1411384.384547
29030,2261.0,1041.0,4982.0,3307.0,2029.0,9284.0,14280.0,9322.0,2710.0,11135.0,7201.0,7429.0,5139.0,12362.0,2175.0,3034.0,3436.0,3004.0,4422.0,2235.0,8524.0,3164.0,12918.0,8731.0,1254.0,12218.0,21395.0,10584.0,12416.0,8848.0,1579.0,2848.0,861.0,7162.0,1067879.0,1488992.310389
29031,2507.0,3064.0,5391.0,2961.0,1757.0,10434.0,17914.0,14684.0,2882.0,13797.0,8542.0,7481.0,5405.0,15627.0,2188.0,4245.0,4171.0,3385.0,5615.0,2009.0,9289.0,3876.0,13442.0,13064.0,2664.0,17896.0,22235.0,14430.0,15643.0,11989.0,1203.0,2530.0,1094.0,7841.0,1360298.0,1890102.227904
29032,2378.0,2328.0,5669.0,4760.0,2207.0,9559.0,11629.0,12447.0,3024.0,11350.0,7236.0,9710.0,4969.0,13631.0,2400.0,3822.0,3626.0,2689.0,3927.0,3126.0,9325.0,3453.0,13977.0,9996.0,2147.0,14499.0,21985.0,11212.0,13264.0,10170.0,1101.0,2574.0,834.0,7263.0,1223546.0,1683748.36515
29033,2041.0,1500.0,3783.0,2805.0,2574.0,8407.0,12146.0,8757.0,1884.0,9779.0,5855.0,5429.0,4545.0,10977.0,2246.0,2898.0,2902.0,2428.0,2958.0,1741.0,7649.0,2401.0,10561.0,9043.0,860.0,11706.0,16884.0,11122.0,10308.0,9392.0,825.0,2190.0,673.0,5943.0,1080892.0,1317399.772267
29034,3436.0,3115.0,7328.0,3631.0,1801.0,9967.0,16449.0,11790.0,2502.0,11889.0,8436.0,8251.0,5948.0,16444.0,2409.0,3613.0,4695.0,3285.0,4940.0,2782.0,9824.0,3959.0,13825.0,11346.0,2740.0,14454.0,22157.0,12147.0,13962.0,11413.0,1320.0,3056.0,976.0,8045.0,1288447.0,1718196.147319
29035,2254.0,2031.0,5308.0,3102.0,1914.0,9110.0,13646.0,10963.0,2764.0,11632.0,7255.0,7385.0,5526.0,12344.0,2108.0,3753.0,4353.0,2471.0,4200.0,2350.0,8749.0,3095.0,12701.0,10539.0,1772.0,15925.0,23368.0,13113.0,13258.0,11229.0,1179.0,2882.0,907.0,6699.0,1232192.0,1670373.898138
29036,2097.0,1406.0,4915.0,2845.0,1829.0,10081.0,12274.0,12378.0,2320.0,13260.0,7808.0,6679.0,5414.0,12029.0,2101.0,3429.0,3541.0,2215.0,4296.0,2217.0,10004.0,3478.0,12800.0,10747.0,1872.0,14891.0,19319.0,13400.0,12075.0,9151.0,1142.0,2647.0,881.0,6880.0,1218556.0,1317639.088832
29037,3614.0,3119.0,8265.0,2967.0,1571.0,11146.0,16311.0,12906.0,2918.0,13347.0,8020.0,6449.0,6018.0,16451.0,2288.0,4316.0,6073.0,3701.0,6610.0,2068.0,11216.0,3992.0,11967.0,11040.0,2921.0,20234.0,25439.0,13895.0,16127.0,9579.0,1496.0,3495.0,1082.0,8619.0,1329930.0,1856272.11112
29038,2237.0,1428.0,6811.0,3244.0,1567.0,8900.0,12958.0,9724.0,2091.0,12729.0,6823.0,7839.0,5147.0,12016.0,2133.0,4149.0,3323.0,2095.0,3901.0,2783.0,8826.0,3832.0,12141.0,7600.0,1530.0,14225.0,21618.0,11541.0,12708.0,8605.0,1545.0,2702.0,1156.0,6582.0,1174458.0,1629845.729821
29039,2915.0,2760.0,7089.0,3536.0,2019.0,10774.0,16322.0,14259.0,2488.0,13749.0,8693.0,7580.0,6031.0,15281.0,2288.0,4034.0,5027.0,3268.0,4928.0,2929.0,8616.0,4190.0,13754.0,11053.0,3433.0,15544.0,23120.0,11566.0,16497.0,13534.0,1146.0,3329.0,1201.0,7973.0,1271315.0,1692749.758438
29040,2060.0,1224.0,4441.0,2746.0,1588.0,9581.0,11815.0,9824.0,2429.0,11562.0,5940.0,6677.0,4520.0,11146.0,2022.0,3349.0,3379.0,2646.0,3695.0,2039.0,7196.0,2905.0,11243.0,9962.0,1582.0,10939.0,17570.0,11071.0,9249.0,7682.0,1111.0,2378.0,705.0,6483.0,1059970.0,1431173.753434
29041,2421.0,1654.0,4111.0,2462.0,1345.0,8553.0,15364.0,10617.0,2744.0,10427.0,5831.0,6492.0,4678.0,12538.0,1840.0,2609.0,3461.0,2866.0,3109.0,1966.0,7713.0,2658.0,9720.0,8323.0,1720.0,12847.0,15116.0,9228.0,9956.0,8442.0,1003.0,2129.0,680.0,5831.0,1066572.0,1197256.32849
29042,2844.0,1827.0,4010.0,2736.0,2414.0,9545.0,15814.0,12386.0,2257.0,12004.0,7688.0,7455.0,5561.0,13384.0,2485.0,5132.0,4376.0,2773.0,4927.0,2035.0,8799.0,3389.0,10661.0,10890.0,2783.0,13087.0,22679.0,14141.0,11362.0,11989.0,1089.0,2431.0,817.0,8066.0,1261415.0,1771879.117278
29043,1797.0,1462.0,4075.0,2542.0,1693.0,10191.0,12521.0,9291.0,2836.0,10120.0,6760.0,5272.0,4989.0,10147.0,1831.0,3035.0,2892.0,3154.0,3731.0,1765.0,7758.0,2808.0,13634.0,9433.0,1875.0,10807.0,17367.0,11374.0,9533.0,9547.0,979.0,2925.0,695.0,7286.0,1135167.0,1562504.997136
29044,2077.0,2317.0,5545.0,2958.0,1590.0,10046.0,16473.0,13516.0,3028.0,11201.0,7165.0,6843.0,6052.0,13785.0,2227.0,3315.0,3982.0,3021.0,3997.0,2219.0,8720.0,3781.0,13521.0,11168.0,2682.0,16887.0,21522.0,10963.0,13658.0,9121.0,1244.0,2128.0,1032.0,8081.0,1140054.0,1425244.371937
29045,2370.0,1863.0,4257.0,2570.0,1722.0,7997.0,12892.0,8560.0,1823.0,8920.0,7009.0,4637.0,5395.0,12486.0,1961.0,3351.0,3581.0,2605.0,3159.0,1627.0,6584.0,2598.0,11413.0,8509.0,2148.0,13456.0,17573.0,10776.0,11292.0,9105.0,1005.0,2788.0,782.0,6617.0,1065661.0,1467786.639541
29046,2470.0,2421.0,5297.0,4152.0,1423.0,12978.0,13462.0,12260.0,3671.0,14605.0,8074.0,8146.0,7839.0,13610.0,2157.0,3717.0,4728.0,3206.0,4246.0,3326.0,9442.0,3328.0,15526.0,11165.0,2281.0,14303.0,25018.0,12024.0,14653.0,12308.0,1552.0,2822.0,1235.0,8753.0,1289862.0,1548710.391185
29047,1413.0,1616.0,5613.0,2831.0,2325.0,8414.0,10736.0,10054.0,2225.0,12148.0,6871.0,6940.0,4778.0,8666.0,2221.0,3328.0,3692.0,2326.0,3936.0,1976.0,6749.0,2471.0,10447.0,8504.0,1502.0,12239.0,16693.0,9803.0,8607.0,7461.0,997.0,2640.0,700.0,6995.0,1155545.0,1265642.114598
29048,2757.0,2465.0,7324.0,3579.0,1274.0,10916.0,15081.0,12021.0,2370.0,13941.0,8863.0,6893.0,5713.0,12146.0,2797.0,4117.0,3800.0,3266.0,3770.0,2118.0,10085.0,3705.0,14650.0,11656.0,2372.0,14701.0,24652.0,12008.0,12638.0,10507.0,930.0,2690.0,821.0,7233.0,1291431.0,1706218.273945
29049,2188.0,1736.0,3829.0,2522.0,2071.0,7511.0,12484.0,9319.0,2084.0,10689.0,7184.0,5688.0,5405.0,11054.0,1928.0,3031.0,3266.0,2432.0,3346.0,1952.0,7076.0,2803.0,11653.0,8379.0,1972.0,12980.0,19546.0,11532.0,11016.0,9130.0,1074.0,2957.0,699.0,6393.0,1088751.0,1456249.599685
29050,2625.0,2004.0,5696.0,2941.0,1963.0,9246.0,13890.0,9526.0,2728.0,12492.0,6175.0,7744.0,5163.0,11867.0,2151.0,3519.0,3744.0,2686.0,4879.0,2184.0,9244.0,3368.0,12366.0,8748.0,2136.0,13723.0,19010.0,9360.0,13017.0,9780.0,1252.0,2756.0,874.0,6873.0,1136441.0,1438758.322871
29051,2303.0,2134.0,6641.0,3047.0,1976.0,10209.0,14270.0,12291.0,2306.0,13980.0,8990.0,6096.0,7461.0,14449.0,2048.0,4444.0,4049.0,3971.0,4436.0,2127.0,8638.0,3445.0,13470.0,11091.0,1975.0,14971.0,25091.0,12736.0,13125.0,9911.0,1255.0,3305.0,1066.0,7713.0,1236676.0,1394858.178126
29052,2021.0,1178.0,4516.0,2716.0,1757.0,10536.0,13524.0,7929.0,2251.0,11599.0,6479.0,5817.0,4975.0,9663.0,1978.0,3397.0,3196.0,2369.0,3569.0,1643.0,6970.0,2856.0,12257.0,8822.0,1261.0,12765.0,18481.0,11999.0,10529.0,9541.0,1125.0,2716.0,803.0,6916.0,1156517.0,1419942.697667
29053,2335.0,2037.0,6011.0,3519.0,2048.0,10441.0,12488.0,10382.0,2708.0,12209.0,7482.0,6617.0,4817.0,11301.0,2085.0,3455.0,3755.0,2699.0,4049.0,2685.0,8843.0,2828.0,11360.0,8240.0,1623.0,17163.0,19337.0,11190.0,12185.0,9384.0,698.0,2851.0,900.0,6987.0,1183035.0,1266873.082774
29054,1669.0,1438.0,5529.0,4172.0,1772.0,7829.0,12074.0,9060.0,1991.0,12999.0,6281.0,7223.0,4960.0,9769.0,2318.0,3874.0,3025.0,2236.0,3194.0,1920.0,8808.0,3210.0,12774.0,9376.0,1901.0,15016.0,21634.0,11488.0,10173.0,10464.0,1108.0,2577.0,1052.0,5959.0,1150208.0,1497480.42679
29055,1972.0,2066.0,4803.0,3810.0,1552.0,8401.0,11333.0,10835.0,2757.0,12678.0,6555.0,7622.0,5096.0,11391.0,1927.0,3200.0,3737.0,2756.0,5009.0,2324.0,6324.0,3309.0,12581.0,9468.0,2531.0,13900.0,20093.0,11401.0,12637.0,10598.0,1132.0,2751.0,990.0,7264.0,1038553.0,1438126.644508
29056,2258.0,2377.0,5994.0,3192.0,1895.0,9566.0,13283.0,12600.0,2447.0,10526.0,6849.0,6605.0,5034.0,14676.0,2064.0,3766.0,3128.0,2496.0,4311.0,2485.0,8010.0,2800.0,12685.0,9592.0,2074.0,14410.0,22022.0,12898.0,11413.0,10112.0,1306.0,2288.0,862.0,7559.0,1140099.0,1562825.368849
29057,2062.0,2372.0,5313.0,2412.0,1722.0,9977.0,17509.0,12111.0,2378.0,10420.0,7477.0,5521.0,7047.0,11905.0,2279.0,3631.0,4060.0,3297.0,4976.0,1624.0,8754.0,3073.0,13029.0,9680.0,1970.0,14839.0,21978.0,11747.0,13674.0,11007.0,1616.0,3146.0,837.0,7008.0,1157816.0,1438467.927558
29058,2194.0,2673.0,9374.0,4440.0,1939.0,11708.0,17197.0,13003.0,2884.0,16422.0,8796.0,8496.0,6475.0,15162.0,1876.0,4641.0,5064.0,3768.0,4629.0,3266.0,12173.0,3931.0,17430.0,12468.0,2354.0,18526.0,27628.0,13518.0,15118.0,13989.0,1961.0,3628.0,961.0,7438.0,1334563.0,1415979.156889
29059,2592.0,2241.0,10004.0,3632.0,2016.0,11440.0,15271.0,14055.0,2366.0,13624.0,8536.0,8034.0,6815.0,15854.0,2200.0,5161.0,4260.0,3053.0,5602.0,2410.0,10952.0,3778.0,16706.0,12366.0,3185.0,21050.0,33304.0,15963.0,14255.0,15969.0,1665.0,3305.0,1272.0,9977.0,1448830.0,1553440.668922
29060,2334.0,2162.0,6278.0,2735.0,1469.0,7965.0,15435.0,11049.0,3050.0,10955.0,8430.0,6654.0,5678.0,13081.0,1785.0,3850.0,3706.0,3512.0,5206.0,1402.0,9193.0,2871.0,14208.0,10081.0,2324.0,13929.0,21649.0,14060.0,12078.0,10131.0,1353.0,2610.0,1206.0,7128.0,1093825.0,1250719.813314
29062,1878.0,1329.0,4436.0,4931.0,2603.0,3751.0,10931.0,6507.0,2329.0,11286.0,4643.0,3933.0,4439.0,7864.0,1810.0,3539.0,2488.0,2577.0,4010.0,2818.0,7834.0,2497.0,11607.0,7762.0,955.0,11150.0,17976.0,13727.0,10142.0,7945.0,1811.0,1731.0,845.0,5482.0,888153.0,1694629.39279
29063,3201.0,2622.0,8774.0,3844.0,1848.0,11806.0,21850.0,14904.0,3447.0,16376.0,9980.0,7755.0,8379.0,18803.0,2038.0,4587.0,6460.0,3763.0,7047.0,2439.0,13579.0,4158.0,18141.0,13062.0,2956.0,21964.0,34825.0,19481.0,16222.0,14122.0,1877.0,2971.0,1453.0,7888.0,1417213.0,1778932.028461
29064,2340.0,2576.0,6776.0,3262.0,1522.0,9943.0,17049.0,10632.0,3216.0,12290.0,6564.0,7166.0,6871.0,11577.0,2408.0,4159.0,4805.0,1959.0,5226.0,2583.0,9225.0,3873.0,14209.0,11417.0,2226.0,17601.0,24878.0,14269.0,15095.0,13251.0,2722.0,2813.0,1009.0,6405.0,1164760.0,1494360.776034
29065,1832.0,2925.0,7294.0,2968.0,1852.0,8934.0,17866.0,11238.0,2841.0,12469.0,7177.0,7665.0,6704.0,11099.0,2281.0,3775.0,4723.0,3857.0,3737.0,1814.0,8715.0,3137.0,13499.0,8893.0,1425.0,19060.0,26016.0,13177.0,11402.0,10382.0,1908.0,3123.0,1071.0,6540.0,1232785.0,1277795.077076
29066,1951.0,2164.0,6026.0,4401.0,2071.0,10463.0,15743.0,13411.0,2596.0,13881.0,8506.0,7022.0,6264.0,13061.0,1743.0,4088.0,4083.0,2743.0,5645.0,2632.0,10359.0,3033.0,15846.0,11847.0,2874.0,17218.0,27043.0,13216.0,12392.0,10095.0,1695.0,2788.0,1286.0,7382.0,1319388.0,1322368.303199
29067,2478.0,1329.0,4447.0,3747.0,1874.0,8344.0,12634.0,5459.0,2692.0,10724.0,6136.0,7342.0,4520.0,8515.0,1035.0,4403.0,3805.0,3263.0,2158.0,2455.0,10408.0,3309.0,14467.0,9592.0,961.0,10445.0,19577.0,13288.0,5518.0,10794.0,1041.0,3665.0,309.0,4922.0,919863.0,1792584.298878
29068,2200.0,2226.0,4960.0,3665.0,1314.0,10058.0,13726.0,9318.0,2998.0,13981.0,6984.0,8808.0,6286.0,10886.0,2094.0,3793.0,4456.0,3171.0,5302.0,2676.0,8127.0,3277.0,11527.0,11026.0,2057.0,18501.0,21792.0,12385.0,9914.0,9314.0,1674.0,2721.0,896.0,7013.0,1199321.0,1434967.860228
29069,1461.0,1914.0,6126.0,4894.0,1842.0,11360.0,14680.0,10551.0,2541.0,13335.0,8622.0,7894.0,7005.0,8712.0,2018.0,3528.0,4224.0,3751.0,4524.0,3203.0,9571.0,2757.0,14934.0,9295.0,2213.0,20387.0,24171.0,13722.0,11371.0,10068.0,1825.0,4033.0,861.0,6180.0,1196097.0,1313598.439592
29070,2301.0,2709.0,7314.0,3772.0,2537.0,11773.0,19018.0,13303.0,2860.0,12764.0,8860.0,8797.0,6814.0,12983.0,2032.0,5111.0,4957.0,3715.0,4656.0,2389.0,10580.0,4215.0,15863.0,13246.0,3070.0,20663.0,29993.0,19606.0,13982.0,11491.0,1299.0,3280.0,1242.0,9806.0,1413195.0,1695298.311035
29071,3229.0,2864.0,7906.0,3957.0,1820.0,10845.0,21544.0,13913.0,3041.0,14568.0,9603.0,7655.0,6517.0,17756.0,2073.0,4987.0,5359.0,4016.0,5354.0,2331.0,10889.0,3700.0,16136.0,10947.0,3297.0,18242.0,25786.0,15020.0,15021.0,13281.0,1560.0,3008.0,1277.0,8653.0,1294033.0,1504861.508174
29072,2646.0,2004.0,9398.0,4841.0,2026.0,11194.0,17779.0,14347.0,3288.0,17979.0,9151.0,8325.0,6996.0,15965.0,2652.0,5092.0,5119.0,3167.0,5105.0,2718.0,12513.0,4878.0,16822.0,13102.0,2924.0,19538.0,34297.0,16713.0,14035.0,14284.0,1452.0,3418.0,1145.0,8219.0,1372692.0,1783621.767705
29073,2269.0,1733.0,7995.0,3679.0,1625.0,10868.0,16478.0,11955.0,2354.0,13641.0,9749.0,8325.0,8728.0,14548.0,2082.0,4768.0,4857.0,3740.0,6118.0,2427.0,11266.0,3930.0,16849.0,12118.0,1798.0,19287.0,31405.0,15205.0,15536.0,14556.0,1901.0,2235.0,1270.0,8155.0,1299557.0,1460043.897765
29074,2851.0,2783.0,6082.0,3293.0,2039.0,12206.0,20132.0,13304.0,2743.0,14143.0,10001.0,8319.0,7973.0,14720.0,2217.0,6068.0,5163.0,4415.0,7086.0,2598.0,11026.0,3737.0,16669.0,13961.0,2938.0,18715.0,28441.0,16524.0,13968.0,14219.0,2034.0,2976.0,1195.0,8984.0,1370519.0,1499393.254491
29075,2813.0,2798.0,6931.0,3680.0,2213.0,10052.0,15566.0,12817.0,2544.0,14602.0,8497.0,7092.0,7240.0,13036.0,1786.0,4628.0,5263.0,3452.0,4619.0,2180.0,9852.0,3889.0,13823.0,11456.0,2814.0,19484.0,25311.0,15589.0,13127.0,9513.0,1960.0,2334.0,1205.0,8669.0,1245733.0,1521635.448653
