rh.aparc.area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
28926,1106.0,1186.0,2125.0,1627.0,482.0,3576.0,6393.0,4184.0,1303.0,5501.0,3034.0,3493.0,2660.0,5016.0,594.0,1613.0,1320.0,1000.0,1788.0,1503.0,4604.0,1450.0,5582.0,4914.0,983.0,6192.0,8970.0,6343.0,4407.0,4575.0,368.0,529.0,422.0,2255.0,101094.0,1291331.0,1604340.678454
28927,969.0,789.0,2773.0,1978.0,381.0,3903.0,6721.0,4141.0,1004.0,6599.0,2971.0,3201.0,2365.0,4606.0,885.0,1492.0,1604.0,924.0,1748.0,1655.0,4506.0,1310.0,5416.0,5361.0,703.0,6691.0,8161.0,6257.0,4356.0,3921.0,362.0,477.0,378.0,2540.0,101147.0,1393121.0,1686914.088799
28930,1201.0,782.0,2592.0,1738.0,302.0,3081.0,6469.0,3822.0,1000.0,5161.0,2470.0,3544.0,2305.0,4486.0,675.0,1951.0,1425.0,999.0,1487.0,1717.0,4765.0,1359.0,5515.0,4356.0,672.0,6105.0,8423.0,6610.0,4268.0,4546.0,335.0,567.0,379.0,2718.0,97825.4,1309960.0,1611299.63503
28931,778.0,824.0,2325.0,1790.0,666.0,3268.0,5486.0,3651.0,961.0,5121.0,2827.0,3146.0,2101.0,3425.0,607.0,1328.0,1611.0,917.0,1886.0,1695.0,3763.0,1315.0,5069.0,3927.0,778.0,6116.0,6385.0,5358.0,3713.0,3444.0,320.0,554.0,345.0,2329.0,87828.5,1172030.0,1472960.927483
28933,841.0,756.0,2471.0,1629.0,549.0,3726.0,6947.0,4264.0,1014.0,5773.0,3565.0,4001.0,2517.0,4416.0,844.0,1616.0,2068.0,899.0,2416.0,1498.0,4471.0,1357.0,4819.0,5260.0,881.0,7024.0,7845.0,6281.0,4022.0,4240.0,414.0,639.0,377.0,2825.0,102264.0,1368895.0,1770267.953914
28934,1329.0,932.0,2123.0,1825.0,345.0,3619.0,7321.0,3807.0,1403.0,5805.0,3521.0,3749.0,2704.0,4847.0,730.0,1477.0,1729.0,1011.0,2194.0,1736.0,5295.0,1295.0,4974.0,4965.0,642.0,7483.0,7580.0,6393.0,4884.0,4512.0,346.0,470.0,444.0,2631.0,104117.0,1273665.0,1613840.519763
28935,1017.0,758.0,2003.0,1755.0,488.0,3535.0,6936.0,4139.0,1101.0,6136.0,2597.0,3854.0,2053.0,4043.0,756.0,1691.0,1636.0,918.0,1782.0,1823.0,4291.0,1222.0,6265.0,4631.0,547.0,6584.0,7389.0,5961.0,3781.0,3474.0,340.0,521.0,381.0,2161.0,96568.6,1260674.0,1592930.779642
28936,781.0,743.0,2279.0,1798.0,602.0,3312.0,6023.0,3824.0,921.0,5597.0,2668.0,3265.0,2169.0,3929.0,579.0,1558.0,1725.0,973.0,1513.0,1603.0,3877.0,1068.0,4836.0,4533.0,730.0,4985.0,7258.0,6324.0,4050.0,3635.0,292.0,684.0,369.0,2419.0,90924.8,1202562.0,1519679.194887
28937,843.0,727.0,1715.0,1905.0,458.0,3097.0,5464.0,3636.0,880.0,5626.0,2190.0,3491.0,1903.0,3463.0,577.0,1438.0,1083.0,884.0,1496.0,1966.0,4011.0,1138.0,4499.0,3798.0,580.0,4858.0,6109.0,5178.0,3111.0,3278.0,322.0,445.0,296.0,2012.0,82477.0,1136180.0,1500904.072732
28938,1078.0,1026.0,2992.0,1612.0,479.0,4273.0,6608.0,3951.0,1012.0,5602.0,3271.0,3591.0,2350.0,3801.0,717.0,1769.0,1792.0,1037.0,1878.0,1669.0,4710.0,1474.0,5588.0,5373.0,935.0,5961.0,7814.0,6716.0,4348.0,4672.0,347.0,550.0,403.0,2870.0,102267.0,1347957.0,1631883.090896
28939,901.0,730.0,2510.0,1901.0,245.0,2998.0,5752.0,3344.0,1048.0,6635.0,3047.0,3999.0,2152.0,4185.0,768.0,1529.0,1618.0,746.0,1795.0,1753.0,4424.0,1280.0,4946.0,4753.0,798.0,5744.0,7976.0,6367.0,3805.0,3425.0,352.0,369.0,341.0,2191.0,94426.4,1258244.0,1571463.835762
28940,1001.0,1215.0,2600.0,1881.0,615.0,3380.0,6816.0,4348.0,1124.0,6611.0,3532.0,3477.0,2455.0,4274.0,617.0,1703.0,1790.0,1004.0,2317.0,1788.0,4891.0,1510.0,6006.0,4566.0,891.0,7006.0,8897.0,5765.0,4157.0,3744.0,342.0,710.0,355.0,2559.0,103944.0,1264821.0,1540614.96173
28941,1242.0,995.0,2521.0,2300.0,531.0,3986.0,6589.0,4042.0,1057.0,6402.0,3436.0,4277.0,2509.0,4467.0,744.0,2037.0,1311.0,1086.0,1567.0,2136.0,4809.0,1566.0,6197.0,4638.0,756.0,7299.0,8304.0,6387.0,4202.0,3790.0,341.0,596.0,348.0,2387.0,104854.0,1372014.0,1697204.235378
28942,980.0,839.0,2179.0,1778.0,467.0,3386.0,5469.0,3496.0,1221.0,4623.0,2975.0,2815.0,2355.0,3695.0,726.0,1611.0,1528.0,951.0,1798.0,1482.0,4274.0,1388.0,5086.0,4232.0,611.0,5757.0,8301.0,5870.0,4167.0,4219.0,340.0,506.0,416.0,2603.0,92144.9,1231237.0,1293808.119219
28943,1260.0,783.0,2001.0,1495.0,363.0,3451.0,6183.0,3348.0,807.0,5302.0,2771.0,2958.0,1916.0,3927.0,555.0,1476.0,1362.0,890.0,1768.0,1439.0,4636.0,1192.0,4796.0,3681.0,827.0,5108.0,7286.0,4852.0,4066.0,4609.0,370.0,445.0,391.0,2401.0,88717.1,1143750.0,1392762.937551
28944,900.0,701.0,2051.0,1537.0,428.0,3231.0,5084.0,3351.0,835.0,5088.0,2562.0,3418.0,2007.0,3431.0,681.0,1555.0,1274.0,860.0,1589.0,1373.0,3325.0,1210.0,4343.0,3512.0,492.0,6058.0,6671.0,4353.0,3809.0,3058.0,314.0,467.0,323.0,2281.0,82176.1,1122929.0,1406969.889127
28945,933.0,883.0,2358.0,1908.0,355.0,2839.0,5862.0,3606.0,1008.0,5538.0,2398.0,3754.0,2201.0,4065.0,633.0,1762.0,1537.0,765.0,1792.0,1789.0,4461.0,1316.0,4902.0,4212.0,739.0,5379.0,6981.0,6125.0,3946.0,3390.0,280.0,489.0,359.0,2609.0,91174.6,1139726.0,1479621.403638
28946,797.0,707.0,2187.0,1514.0,365.0,2649.0,5300.0,3563.0,964.0,4318.0,2472.0,2946.0,2240.0,3480.0,577.0,1538.0,1774.0,776.0,1533.0,1455.0,3897.0,1218.0,4772.0,3866.0,556.0,5056.0,6319.0,5297.0,3651.0,3344.0,330.0,478.0,306.0,2059.0,82304.5,1069657.0,1432724.10555
28947,956.0,638.0,1751.0,1701.0,336.0,2963.0,5910.0,2944.0,1140.0,5028.0,3005.0,2987.0,2217.0,3448.0,596.0,1423.0,1593.0,898.0,1638.0,1698.0,3762.0,1331.0,4254.0,3908.0,516.0,5704.0,7476.0,5617.0,3805.0,3862.0,306.0,532.0,346.0,2212.0,86501.5,1109740.0,1354971.352934
28948,946.0,628.0,2699.0,2030.0,521.0,3339.0,5767.0,3728.0,1277.0,4787.0,3064.0,3347.0,2539.0,4395.0,788.0,1857.0,1451.0,948.0,1652.0,1986.0,4836.0,1429.0,5210.0,4823.0,575.0,6083.0,7509.0,5794.0,4169.0,4719.0,342.0,566.0,403.0,2540.0,96747.0,1223123.0,1574539.129975
28949,1156.0,708.0,2319.0,1791.0,581.0,3443.0,6940.0,3739.0,1107.0,5211.0,3082.0,3527.0,2222.0,4045.0,718.0,1461.0,1452.0,1025.0,1766.0,1651.0,4241.0,1403.0,5124.0,3835.0,571.0,7158.0,7066.0,5934.0,4127.0,3746.0,350.0,484.0,370.0,2148.0,94499.7,1246186.0,1538903.760699
28950,901.0,709.0,2328.0,1776.0,528.0,3403.0,5120.0,3914.0,920.0,5289.0,2362.0,3292.0,1763.0,3851.0,588.0,1586.0,1562.0,776.0,1576.0,1814.0,5007.0,1292.0,4874.0,3679.0,678.0,5172.0,6229.0,5412.0,3819.0,3846.0,306.0,584.0,383.0,2123.0,87460.5,1138677.0,1503501.083329
28951,830.0,895.0,2135.0,1403.0,578.0,3687.0,4904.0,4348.0,895.0,5897.0,2394.0,2494.0,1925.0,4023.0,539.0,1305.0,1087.0,734.0,1258.0,1294.0,4189.0,1336.0,5292.0,4322.0,642.0,5794.0,5661.0,5169.0,3692.0,4516.0,311.0,562.0,325.0,1985.0,86419.4,1096650.0,1436334.027227
28952,660.0,643.0,1593.0,1341.0,355.0,2558.0,4645.0,2240.0,727.0,4685.0,2155.0,2638.0,1648.0,2511.0,524.0,1114.0,1148.0,778.0,1430.0,1050.0,3247.0,919.0,3907.0,3190.0,469.0,4900.0,5563.0,3997.0,2700.0,2543.0,355.0,413.0,292.0,1800.0,68739.2,971587.0,1100998.152266
28953,752.0,751.0,1650.0,1444.0,361.0,2917.0,4848.0,3238.0,959.0,4918.0,2415.0,2616.0,1975.0,3510.0,520.0,1515.0,1415.0,839.0,1653.0,981.0,3578.0,1135.0,4646.0,3610.0,589.0,4941.0,6361.0,5351.0,3505.0,3074.0,327.0,422.0,346.0,2196.0,79362.5,984968.0,1180913.563728
28954,984.0,655.0,2201.0,1843.0,351.0,3237.0,5666.0,3524.0,1005.0,5428.0,2550.0,3445.0,1926.0,3852.0,704.0,1491.0,1350.0,895.0,1292.0,2065.0,4037.0,1172.0,4709.0,4090.0,702.0,7026.0,7165.0,5798.0,4141.0,3627.0,368.0,499.0,377.0,2168.0,90343.9,1237368.0,1385536.876136
28955,977.0,564.0,1841.0,1832.0,460.0,3662.0,6780.0,3746.0,878.0,6330.0,2811.0,3101.0,2176.0,4189.0,682.0,2045.0,1419.0,868.0,1280.0,1565.0,4566.0,1008.0,5772.0,3594.0,748.0,6405.0,7517.0,5351.0,3904.0,3828.0,427.0,511.0,370.0,2848.0,94057.0,1226666.0,1542380.339147
28956,1046.0,1093.0,2329.0,1634.0,797.0,4007.0,7837.0,3901.0,1064.0,5550.0,2857.0,3361.0,2482.0,3952.0,690.0,1903.0,1498.0,896.0,1810.0,1246.0,5106.0,1814.0,6374.0,4812.0,988.0,6889.0,10168.0,6678.0,3993.0,4816.0,405.0,460.0,373.0,2839.0,105668.0,1458117.0,1852323.861106
28957,979.0,726.0,2026.0,1490.0,477.0,3360.0,6327.0,3510.0,768.0,4845.0,3085.0,3362.0,2234.0,3588.0,715.0,1458.0,1296.0,950.0,1394.0,1447.0,3906.0,989.0,4310.0,3987.0,580.0,5647.0,6673.0,4760.0,2958.0,3316.0,366.0,604.0,274.0,1989.0,84398.7,1145757.0,1194413.598336
28958,1190.0,1001.0,2539.0,2084.0,509.0,4367.0,6535.0,4664.0,1070.0,6743.0,3710.0,4086.0,2576.0,4991.0,827.0,1914.0,1095.0,1304.0,2171.0,1952.0,5270.0,1432.0,5300.0,5997.0,877.0,7801.0,10115.0,5830.0,4979.0,4053.0,457.0,676.0,413.0,3044.0,111575.0,1515259.0,1933749.847081
28960,972.0,764.0,3095.0,2228.0,422.0,3562.0,6308.0,4122.0,994.0,6468.0,2903.0,4278.0,2499.0,4773.0,741.0,1723.0,1812.0,989.0,1539.0,2108.0,4969.0,1356.0,6680.0,4983.0,870.0,6671.0,9339.0,6803.0,4728.0,4754.0,394.0,551.0,469.0,2428.0,107296.0,1358127.0,1598213.336162
28961,1220.0,813.0,1996.0,1913.0,395.0,3581.0,6486.0,4058.0,1187.0,6443.0,2734.0,3363.0,2163.0,4656.0,751.0,1587.0,1608.0,992.0,1951.0,1452.0,4030.0,1376.0,5075.0,4870.0,880.0,6636.0,7411.0,6667.0,4286.0,4133.0,406.0,438.0,332.0,2437.0,98326.8,1216282.0,1524085.834348
28962,931.0,911.0,2099.0,1638.0,318.0,3427.0,5416.0,3513.0,998.0,5187.0,2588.0,3279.0,2166.0,3530.0,807.0,1653.0,1513.0,904.0,1725.0,1684.0,4807.0,1372.0,4470.0,3999.0,931.0,5492.0,7859.0,4965.0,3961.0,4208.0,357.0,419.0,403.0,2722.0,90248.6,1235556.0,1530776.612791
28963,848.0,731.0,1951.0,1750.0,394.0,2993.0,4674.0,3470.0,857.0,5235.0,2132.0,3102.0,1925.0,3209.0,562.0,1151.0,1344.0,917.0,1523.0,1495.0,3430.0,997.0,4757.0,3945.0,581.0,4972.0,6136.0,5361.0,3527.0,2921.0,374.0,663.0,301.0,2274.0,80503.8,1027138.0,1266209.322437
28964,1135.0,871.0,2422.0,1797.0,485.0,3563.0,6984.0,3942.0,1027.0,6529.0,3089.0,3993.0,2427.0,4373.0,669.0,1740.0,1365.0,1054.0,1661.0,1631.0,4530.0,1536.0,5210.0,3872.0,804.0,8070.0,7707.0,5626.0,4066.0,4174.0,381.0,557.0,372.0,2688.0,100353.0,1376146.0,1746402.772082
28965,1056.0,721.0,1887.0,1617.0,580.0,3508.0,5693.0,3481.0,1114.0,5923.0,2208.0,2748.0,2043.0,3522.0,637.0,1458.0,1333.0,770.0,1255.0,1327.0,4184.0,1089.0,4657.0,4100.0,531.0,4007.0,5990.0,5032.0,3824.0,3729.0,355.0,521.0,303.0,2023.0,83226.0,1151536.0,1480820.846417
28966,719.0,722.0,1981.0,1670.0,379.0,2965.0,5327.0,4069.0,892.0,5770.0,2954.0,3333.0,1852.0,3558.0,544.0,1481.0,1350.0,878.0,1493.0,2113.0,3860.0,1132.0,4341.0,4558.0,507.0,5846.0,6602.0,5222.0,3274.0,3201.0,311.0,460.0,278.0,1960.0,85601.6,1116589.0,1347434.422972
28967,887.0,773.0,2295.0,1586.0,429.0,3052.0,5854.0,2895.0,827.0,5227.0,3011.0,3059.0,2380.0,3860.0,675.0,1705.0,1284.0,908.0,1447.0,1372.0,3936.0,1210.0,4769.0,3603.0,496.0,6688.0,6705.0,5176.0,3505.0,3280.0,281.0,411.0,314.0,2189.0,86090.8,1137068.0,1261051.347494
28968,901.0,622.0,1830.0,1860.0,472.0,3277.0,5296.0,3979.0,1066.0,5339.0,3033.0,3216.0,2317.0,3639.0,608.0,1578.0,1287.0,940.0,1543.0,1489.0,3958.0,1200.0,4695.0,5203.0,628.0,5170.0,7005.0,5949.0,3984.0,4011.0,285.0,544.0,377.0,2202.0,89505.5,1203716.0,1434464.149973
28969,1044.0,760.0,2536.0,1801.0,462.0,3561.0,6308.0,4477.0,1379.0,5561.0,3286.0,3228.0,2458.0,4733.0,747.0,1330.0,2142.0,1164.0,2381.0,1596.0,3941.0,1606.0,4985.0,5220.0,940.0,7717.0,7794.0,6688.0,4401.0,4576.0,369.0,475.0,424.0,2480.0,102572.0,1341317.0,1563089.355808
28970,955.0,554.0,1941.0,1411.0,357.0,2661.0,5694.0,3292.0,877.0,4615.0,2518.0,2529.0,2072.0,3404.0,532.0,1441.0,1262.0,809.0,1498.0,1071.0,3622.0,1107.0,4621.0,3898.0,567.0,4928.0,6647.0,5531.0,3578.0,3121.0,344.0,450.0,296.0,2197.0,80401.3,1136224.0,1406257.979863
28971,1058.0,796.0,2324.0,1543.0,239.0,2766.0,5318.0,3499.0,963.0,4657.0,2728.0,3167.0,2070.0,3886.0,534.0,1735.0,1458.0,962.0,1696.0,1440.0,4492.0,1471.0,5814.0,3772.0,512.0,5979.0,6805.0,5389.0,3858.0,3807.0,356.0,375.0,396.0,2273.0,88135.9,1214655.0,1436572.540463
28972,1089.0,862.0,1807.0,2194.0,419.0,3564.0,5798.0,4113.0,1107.0,6417.0,3161.0,4190.0,2421.0,4828.0,724.0,1646.0,1728.0,1147.0,2171.0,2130.0,4327.0,1353.0,4488.0,5640.0,777.0,7770.0,8853.0,6007.0,4536.0,5326.0,377.0,562.0,355.0,2437.0,104325.0,1363373.0,1445869.070475
28973,1111.0,780.0,3219.0,1383.0,502.0,2850.0,6011.0,3626.0,943.0,4922.0,2541.0,3537.0,2323.0,4362.0,666.0,1491.0,1451.0,941.0,1647.0,1556.0,2498.0,1244.0,5288.0,3619.0,661.0,5738.0,7502.0,4166.0,3852.0,2986.0,348.0,551.0,276.0,2128.0,86718.4,1079876.0,1369901.509018
28974,902.0,899.0,2088.0,1377.0,709.0,3647.0,4430.0,4481.0,838.0,4348.0,2762.0,2956.0,2663.0,4361.0,519.0,2110.0,2392.0,1083.0,2686.0,1318.0,4614.0,1535.0,4917.0,5890.0,895.0,8351.0,8398.0,7045.0,4262.0,3078.0,376.0,709.0,368.0,2300.0,99307.7,1239020.0,1581481.356263
28975,1277.0,861.0,2268.0,2130.0,422.0,4104.0,6978.0,4246.0,983.0,6117.0,3571.0,3986.0,2629.0,4561.0,711.0,1930.0,1661.0,1016.0,1941.0,1943.0,4330.0,1659.0,6105.0,4636.0,814.0,6900.0,8497.0,6139.0,4750.0,4435.0,411.0,494.0,362.0,2573.0,105438.0,1365903.0,1628637.731618
28976,950.0,704.0,2474.0,1656.0,405.0,3052.0,5720.0,3679.0,917.0,4338.0,2857.0,3137.0,2265.0,3854.0,617.0,1566.0,1771.0,797.0,1675.0,1359.0,4679.0,1239.0,5220.0,4140.0,514.0,5917.0,7330.0,5620.0,4085.0,4379.0,414.0,504.0,359.0,2236.0,90426.0,1188434.0,1511088.481198
28977,826.0,761.0,2722.0,1616.0,423.0,3530.0,7539.0,3849.0,956.0,5843.0,3275.0,3427.0,2460.0,4288.0,724.0,1485.0,1311.0,1051.0,1550.0,1403.0,5353.0,1247.0,6196.0,4690.0,778.0,6475.0,8171.0,5963.0,3978.0,4137.0,335.0,490.0,398.0,2532.0,99776.8,1348864.0,1685571.366731
28978,1062.0,656.0,2388.0,2049.0,437.0,4291.0,6758.0,3922.0,998.0,6587.0,3503.0,4186.0,2760.0,4587.0,1004.0,1919.0,1467.0,1052.0,1538.0,1927.0,4837.0,1222.0,5740.0,5477.0,613.0,6371.0,9078.0,7371.0,4257.0,4588.0,451.0,527.0,376.0,2909.0,106903.0,1410100.0,1751692.59633
28979,818.0,615.0,1949.0,1490.0,354.0,2952.0,4383.0,2912.0,884.0,4972.0,2313.0,3429.0,1877.0,3048.0,777.0,1468.0,1408.0,659.0,1333.0,1377.0,3609.0,1418.0,4603.0,3575.0,427.0,5145.0,6910.0,4858.0,3540.0,3442.0,327.0,423.0,292.0,1868.0,79456.8,1155047.0,1374901.02337
28980,794.0,614.0,1806.0,1602.0,514.0,2946.0,4370.0,2904.0,866.0,4583.0,2939.0,2977.0,1894.0,3368.0,507.0,1324.0,1497.0,905.0,1607.0,1443.0,3742.0,1153.0,4714.0,4133.0,657.0,4930.0,6188.0,4578.0,3591.0,2937.0,328.0,456.0,319.0,1906.0,79091.5,1026386.0,1194264.16193
28981,1192.0,1004.0,2922.0,1761.0,473.0,4090.0,6837.0,4792.0,1060.0,5755.0,2625.0,2922.0,2550.0,5025.0,932.0,1642.0,1721.0,920.0,1810.0,1259.0,4494.0,1767.0,5120.0,4517.0,905.0,6653.0,8714.0,6253.0,4258.0,4196.0,393.0,497.0,315.0,2842.0,102217.0,1364873.0,1573988.172809
28982,1339.0,1261.0,2643.0,1759.0,493.0,3481.0,7138.0,4614.0,1173.0,5380.0,2981.0,4049.0,2475.0,4791.0,679.0,1938.0,1616.0,906.0,1878.0,1792.0,4844.0,1654.0,5257.0,4838.0,886.0,6865.0,9433.0,5595.0,3939.0,3954.0,363.0,583.0,367.0,2906.0,103868.0,1328983.0,1668972.138392
28983,1046.0,609.0,2104.0,1754.0,703.0,3487.0,6520.0,3506.0,1033.0,5774.0,2643.0,3361.0,2295.0,4104.0,695.0,1547.0,1398.0,909.0,1612.0,1680.0,4489.0,1155.0,5393.0,4758.0,674.0,5720.0,7726.0,5732.0,4503.0,4366.0,378.0,542.0,382.0,2594.0,95193.4,1277605.0,1532343.755791
28984,1052.0,760.0,2129.0,1539.0,499.0,3899.0,6257.0,3906.0,905.0,5825.0,2942.0,3606.0,2230.0,4215.0,774.0,1749.0,1707.0,1010.0,2260.0,1630.0,4725.0,1542.0,5386.0,4456.0,766.0,6745.0,6892.0,5658.0,4297.0,4079.0,340.0,482.0,414.0,2372.0,97049.1,1292514.0,1638770.284467
28985,929.0,598.0,2088.0,1542.0,330.0,3147.0,6494.0,3678.0,989.0,5079.0,3171.0,3587.0,2334.0,3571.0,662.0,1168.0,1277.0,855.0,1381.0,1652.0,4510.0,1084.0,4790.0,4023.0,510.0,5669.0,6929.0,5706.0,3608.0,3940.0,348.0,467.0,317.0,2199.0,88631.2,1210539.0,1533896.545571
28986,1231.0,985.0,2429.0,1963.0,560.0,3546.0,6376.0,4095.0,1118.0,5901.0,3963.0,3798.0,2569.0,4763.0,731.0,2046.0,1352.0,1111.0,1475.0,1864.0,5119.0,1591.0,5761.0,5234.0,786.0,7390.0,8974.0,5976.0,4220.0,3987.0,453.0,622.0,306.0,2271.0,104565.0,1435366.0,1754913.975327
28987,1031.0,848.0,2250.0,1467.0,686.0,3555.0,4885.0,3621.0,886.0,4278.0,2504.0,2893.0,2247.0,4040.0,779.0,1651.0,1708.0,840.0,1848.0,1512.0,3186.0,1423.0,3894.0,2423.0,680.0,6914.0,7816.0,4043.0,3501.0,2332.0,329.0,505.0,316.0,2251.0,83142.1,1128623.0,1314934.348739
28988,751.0,630.0,2055.0,1756.0,428.0,3102.0,4777.0,3553.0,864.0,5711.0,2409.0,2856.0,2130.0,4092.0,560.0,1306.0,1781.0,874.0,1485.0,1525.0,3383.0,1118.0,4967.0,3575.0,564.0,6503.0,8092.0,4586.0,2896.0,2282.0,404.0,505.0,264.0,2024.0,83807.7,1084090.0,1279518.892279
28989,1265.0,973.0,2369.0,1872.0,500.0,3551.0,6356.0,4551.0,1302.0,5534.0,3747.0,3748.0,2532.0,4725.0,639.0,1478.0,1576.0,979.0,1838.0,1869.0,4342.0,1593.0,5140.0,4588.0,880.0,6795.0,8838.0,5755.0,4309.0,3811.0,381.0,503.0,381.0,2496.0,101214.0,1285635.0,1635617.81556
28990,1107.0,816.0,1962.0,1850.0,525.0,3656.0,7416.0,4523.0,1471.0,5086.0,3230.0,3513.0,2630.0,4774.0,658.0,1354.0,1537.0,887.0,1868.0,1666.0,5221.0,1362.0,5522.0,6024.0,697.0,7458.0,8569.0,7180.0,4327.0,4462.0,342.0,535.0,404.0,2792.0,105426.0,1302038.0,1525557.550479
28991,861.0,652.0,1901.0,1516.0,457.0,3344.0,5303.0,3471.0,802.0,5331.0,2594.0,2874.0,2207.0,3353.0,538.0,1511.0,1446.0,908.0,1622.0,1448.0,3938.0,1163.0,4254.0,3828.0,535.0,5924.0,6360.0,5495.0,3848.0,3811.0,352.0,490.0,307.0,2371.0,84816.1,1176447.0,1427470.477673
28992,904.0,763.0,1708.0,1858.0,659.0,3705.0,6241.0,4354.0,959.0,4948.0,2876.0,3675.0,2093.0,4137.0,744.0,1809.0,1845.0,976.0,2129.0,1599.0,4191.0,1543.0,4591.0,4765.0,741.0,6152.0,7285.0,6158.0,3355.0,4567.0,406.0,599.0,312.0,2519.0,95166.1,1250187.0,1626125.152563
28993,910.0,560.0,2326.0,1679.0,588.0,4043.0,5860.0,3979.0,1243.0,5450.0,2904.0,2659.0,2391.0,3910.0,712.0,1539.0,1304.0,1013.0,1248.0,1293.0,4705.0,1331.0,5690.0,5369.0,572.0,5788.0,7890.0,6676.0,4001.0,5028.0,354.0,639.0,318.0,2683.0,96655.0,1327024.0,1625408.649954
28994,949.0,517.0,1839.0,1453.0,260.0,2938.0,5615.0,2845.0,798.0,5436.0,2148.0,2792.0,1868.0,3168.0,618.0,1525.0,1101.0,896.0,1396.0,1301.0,3681.0,1052.0,4639.0,3343.0,556.0,4620.0,6883.0,4735.0,3604.0,3403.0,300.0,405.0,302.0,1882.0,78866.6,1104655.0,1303831.877273
28995,1453.0,914.0,2777.0,1754.0,488.0,4333.0,6340.0,4768.0,1692.0,6143.0,3731.0,3183.0,2701.0,5283.0,915.0,1781.0,1777.0,1224.0,2145.0,1507.0,5155.0,1888.0,5809.0,5810.0,1133.0,8334.0,9531.0,6581.0,5549.0,5904.0,395.0,658.0,573.0,2829.0,115057.0,1680499.0,1916718.24352
28996,1225.0,907.0,2751.0,1858.0,401.0,3332.0,7395.0,3754.0,1209.0,5812.0,3239.0,3679.0,2330.0,4819.0,583.0,1839.0,1689.0,1033.0,1796.0,1843.0,4351.0,1700.0,5713.0,4942.0,918.0,6482.0,8630.0,7286.0,5564.0,4652.0,411.0,548.0,472.0,2430.0,105596.0,1401319.0,1728609.155492
28997,806.0,939.0,1800.0,1672.0,314.0,2838.0,4898.0,2847.0,832.0,5091.0,2497.0,3052.0,2091.0,3248.0,568.0,1470.0,1171.0,801.0,1270.0,1605.0,3764.0,1319.0,4244.0,3846.0,687.0,4827.0,5830.0,4918.0,3093.0,3511.0,293.0,399.0,274.0,1816.0,78631.0,1059120.0,1164829.261593
28998,1043.0,571.0,2401.0,1632.0,524.0,4292.0,6447.0,4538.0,1177.0,5714.0,3415.0,3716.0,2577.0,4847.0,780.0,1746.0,1477.0,1040.0,1708.0,1785.0,4332.0,1313.0,5150.0,4771.0,580.0,7015.0,7773.0,6561.0,4576.0,4361.0,379.0,515.0,359.0,2627.0,101741.0,1314031.0,1662963.347257
28999,1013.0,746.0,2331.0,2084.0,434.0,3722.0,8538.0,3694.0,1036.0,6589.0,3503.0,4068.0,2361.0,4113.0,735.0,1821.0,1911.0,971.0,1797.0,1935.0,5406.0,1606.0,5608.0,4495.0,732.0,5989.0,7016.0,7090.0,3963.0,4602.0,365.0,524.0,364.0,2483.0,103642.0,1325300.0,1363859.676675
29000,1191.0,700.0,1837.0,1300.0,373.0,2782.0,6053.0,3220.0,1021.0,4956.0,2527.0,3134.0,2150.0,3859.0,650.0,1477.0,1565.0,888.0,1841.0,1272.0,3884.0,1164.0,5203.0,4187.0,705.0,4643.0,6041.0,5510.0,3565.0,3850.0,283.0,475.0,293.0,2297.0,84899.1,1113949.0,1347498.974976
29001,1421.0,663.0,2855.0,1552.0,364.0,3112.0,7161.0,4125.0,1058.0,5057.0,3381.0,3081.0,2379.0,5382.0,587.0,1805.0,1672.0,954.0,2085.0,1176.0,4865.0,1608.0,5489.0,5310.0,753.0,7811.0,8723.0,5929.0,5179.0,4249.0,354.0,428.0,459.0,2636.0,103660.0,1305399.0,1566503.041045
29002,1073.0,762.0,2722.0,1567.0,404.0,3853.0,5839.0,4050.0,1078.0,6223.0,3236.0,3175.0,2635.0,4651.0,787.0,1718.0,1573.0,892.0,1897.0,1509.0,4940.0,1331.0,5420.0,4459.0,874.0,6503.0,9505.0,5303.0,4444.0,4262.0,363.0,533.0,361.0,2783.0,100724.0,1384132.0,1856677.67097
29003,1207.0,611.0,2043.0,1692.0,426.0,3662.0,7795.0,3564.0,1111.0,5867.0,3395.0,3865.0,2448.0,4474.0,718.0,1488.0,1456.0,1149.0,1728.0,1688.0,4567.0,1422.0,5318.0,4362.0,761.0,6888.0,7638.0,5614.0,4826.0,4332.0,390.0,466.0,405.0,2182.0,99556.7,1306905.0,1633910.849063
