rh.aparc.curvind,rh_bankssts_curvind,rh_caudalanteriorcingulate_curvind,rh_caudalmiddlefrontal_curvind,rh_cuneus_curvind,rh_entorhinal_curvind,rh_fusiform_curvind,rh_inferiorparietal_curvind,rh_inferiortemporal_curvind,rh_isthmuscingulate_curvind,rh_lateraloccipital_curvind,rh_lateralorbitofrontal_curvind,rh_lingual_curvind,rh_medialorbitofrontal_curvind,rh_middletemporal_curvind,rh_parahippocampal_curvind,rh_paracentral_curvind,rh_parsopercularis_curvind,rh_parsorbitalis_curvind,rh_parstriangularis_curvind,rh_pericalcarine_curvind,rh_postcentral_curvind,rh_posteriorcingulate_curvind,rh_precentral_curvind,rh_precuneus_curvind,rh_rostralanteriorcingulate_curvind,rh_rostralmiddlefrontal_curvind,rh_superiorfrontal_curvind,rh_superiorparietal_curvind,rh_superiortemporal_curvind,rh_supramarginal_curvind,rh_frontalpole_curvind,rh_temporalpole_curvind,rh_transversetemporal_curvind,rh_insula_curvind,BrainSegVolNotVent,eTIV
28977,0.8,1.0,3.4,2.6,0.7,5.9,10.7,4.8,1.1,9.4,5.2,6.1,4.0,6.0,0.7,1.8,1.8,1.6,1.8,2.2,5.9,1.5,7.6,6.5,1.4,11.0,11.0,8.8,4.2,6.1,0.5,1.1,0.7,4.2,1348864.0,1685571.366731
28978,1.1,0.7,3.6,3.9,1.0,7.9,9.8,7.3,1.5,10.8,7.6,7.4,6.1,7.0,1.0,3.0,2.1,2.0,2.0,4.1,7.0,1.9,7.8,8.7,0.9,12.0,14.6,12.3,5.3,7.3,1.4,1.2,0.4,4.3,1410100.0,1751692.59633
28979,0.9,0.7,2.1,2.5,0.7,4.2,5.1,5.4,1.1,8.6,4.7,5.8,3.5,3.8,0.8,1.9,1.5,0.7,1.8,2.1,4.0,2.1,5.0,4.8,0.4,8.1,10.5,5.4,4.4,4.7,0.9,1.0,0.4,2.9,1155047.0,1374901.02337
28980,0.6,0.7,2.2,2.8,1.1,5.6,5.7,4.2,1.1,7.3,5.2,5.6,3.1,4.5,0.7,1.4,1.9,1.5,1.9,2.0,4.6,1.7,5.7,6.4,1.0,8.1,9.2,5.6,4.0,3.6,0.6,0.9,0.5,3.2,1026386.0,1194264.16193
28981,1.3,1.4,3.5,2.8,0.9,5.7,9.7,7.7,1.6,8.9,4.0,5.2,4.1,7.1,1.3,2.5,2.4,1.8,2.3,2.1,5.5,2.6,6.6,6.1,1.5,11.9,13.5,9.0,4.8,5.9,0.7,1.1,0.4,4.6,1364873.0,1573988.172809
28982,1.5,1.6,3.1,3.3,1.0,4.6,11.8,7.6,2.1,10.1,4.7,9.4,4.6,7.6,0.6,2.6,2.3,1.6,2.5,3.7,6.5,2.5,6.8,7.9,1.4,11.4,13.8,7.6,4.3,6.3,1.1,0.9,0.6,5.4,1328983.0,1668972.138392
28983,1.2,0.8,2.5,3.5,2.3,5.5,10.2,6.0,1.3,9.7,4.6,7.0,4.2,6.2,0.8,2.1,1.6,1.5,2.0,2.8,6.0,2.1,5.7,6.6,1.0,9.3,12.2,7.7,5.2,6.3,1.0,1.5,0.6,4.5,1277605.0,1532343.755791
28984,1.1,1.0,2.4,3.5,0.8,6.2,8.5,5.9,1.5,9.7,5.6,6.8,4.6,5.1,0.8,1.9,2.2,1.3,3.2,2.7,6.0,2.3,6.6,6.6,1.7,10.6,9.4,7.9,4.8,5.2,0.9,1.0,0.7,3.8,1292514.0,1638770.284467
28985,0.8,0.7,2.4,3.0,0.4,4.8,7.8,6.0,1.5,7.9,6.6,6.5,4.8,4.4,0.5,1.5,1.7,1.7,1.8,2.5,5.0,1.8,5.8,5.9,1.1,8.5,11.0,6.7,4.2,5.0,0.9,1.1,0.3,3.0,1210539.0,1533896.545571
28986,1.2,1.3,2.8,3.6,1.8,4.7,7.5,5.1,1.5,9.1,7.8,6.9,3.8,6.3,0.7,2.7,1.4,1.6,1.7,3.5,6.3,2.4,6.5,6.8,1.3,12.4,11.4,6.9,4.1,4.6,0.9,1.7,0.3,2.9,1435366.0,1754913.975327
28987,1.2,1.4,3.0,2.9,1.9,5.9,6.3,5.6,1.3,8.2,4.3,5.2,4.2,5.5,1.1,2.0,2.1,1.4,1.9,2.9,4.2,2.4,5.1,2.9,1.1,10.4,11.1,5.1,4.4,3.1,0.6,1.1,0.4,4.0,1128623.0,1314934.348739
28988,0.6,0.8,2.2,3.5,1.0,4.1,7.6,5.9,1.2,9.4,4.6,5.8,3.9,5.5,0.7,1.7,2.1,1.6,2.3,3.4,4.3,1.9,6.3,4.7,0.8,9.9,10.8,6.4,3.2,3.2,1.3,1.3,0.4,3.7,1084090.0,1279518.892279
28989,1.6,1.1,3.1,4.3,1.9,5.6,10.2,8.4,2.0,9.3,7.1,7.3,3.5,6.6,1.1,2.1,2.1,2.0,3.2,3.2,5.6,2.5,6.8,6.8,1.3,12.4,13.9,8.2,4.7,5.7,1.0,1.1,0.5,3.6,1285635.0,1635617.81556
28990,1.5,1.2,2.2,3.7,0.7,5.1,12.0,6.7,1.9,8.8,5.2,6.0,4.1,5.9,0.7,2.2,1.8,1.7,2.3,3.6,6.6,2.0,6.9,8.2,1.1,14.5,11.4,10.0,4.7,5.7,0.7,1.1,0.4,5.0,1302038.0,1525557.550479
28991,0.8,0.9,2.1,3.0,0.5,5.1,7.6,4.7,0.9,9.8,4.2,5.2,3.2,4.4,0.6,1.8,1.5,1.2,2.3,2.4,5.0,1.5,5.0,4.8,0.7,8.6,8.3,7.5,4.3,5.4,0.7,0.7,0.4,3.7,1176447.0,1427470.477673
28992,0.8,0.9,1.8,3.4,1.3,5.9,8.2,6.3,1.7,8.7,5.2,6.9,2.5,5.5,0.8,2.1,2.2,1.5,2.9,2.7,4.7,2.4,5.4,6.2,0.9,10.9,9.1,7.9,3.5,6.0,1.0,1.1,0.5,3.8,1250187.0,1626125.152563
28993,1.0,0.6,2.7,2.8,0.7,5.9,7.9,6.1,1.7,8.1,4.7,4.3,3.6,4.5,0.7,1.7,1.4,1.6,1.6,1.7,5.3,1.8,6.3,7.3,0.7,8.4,10.2,8.2,4.2,6.2,0.7,1.1,0.4,3.4,1327024.0,1625408.649954
28994,1.0,0.9,2.7,3.3,0.4,4.9,8.7,5.8,1.5,9.4,3.5,5.1,3.7,4.3,0.6,2.0,1.2,1.4,1.8,2.3,4.8,1.6,5.7,5.0,1.4,11.8,11.1,6.7,4.1,4.8,0.7,0.8,0.7,2.6,1104655.0,1303831.877273
28995,1.6,1.0,3.7,3.1,1.0,5.9,9.9,6.4,2.8,10.6,6.2,5.5,3.4,6.8,1.1,2.0,2.3,2.5,2.8,2.8,6.5,2.6,7.9,8.2,1.6,12.4,14.0,8.3,6.8,9.2,1.0,1.2,1.1,4.7,1680499.0,1916718.24352
28996,1.3,1.2,3.4,4.0,0.7,5.2,11.7,7.5,1.7,10.0,6.3,7.4,3.9,7.1,0.7,2.4,1.7,1.8,2.4,3.0,5.2,2.5,7.5,7.0,2.0,10.3,13.0,11.3,7.3,6.6,0.9,1.1,0.8,4.1,1401319.0,1728609.155492
28997,0.7,1.4,2.0,3.1,0.5,4.5,6.8,4.1,1.0,9.1,4.4,5.6,3.4,4.4,0.5,1.8,1.6,1.2,2.0,2.6,4.5,2.0,5.1,5.6,1.2,7.5,8.6,6.3,3.3,4.4,0.8,1.0,0.3,2.6,1059120.0,1164829.261593
28998,1.0,0.7,3.2,3.0,1.0,7.4,9.5,6.6,1.6,10.2,7.1,6.8,3.5,6.4,0.7,2.2,1.8,1.3,2.0,3.4,6.0,2.1,6.5,7.2,0.7,11.6,11.6,8.8,5.8,5.9,0.9,1.1,0.6,4.6,1314031.0,1662963.347257
28999,0.9,0.8,2.6,3.7,0.8,5.6,11.5,5.5,1.3,10.1,7.6,7.5,3.5,5.5,0.7,1.9,2.1,1.6,2.5,3.2,6.1,2.2,6.2,5.8,0.9,9.5,10.0,8.8,4.0,5.8,0.9,0.8,0.6,4.3,1325300.0,1363859.676675
29000,1.4,0.8,2.4,2.5,0.7,3.8,8.4,5.0,1.6,7.9,4.0,6.2,3.5,5.6,0.8,1.6,1.6,1.5,2.3,2.2,4.9,1.5,6.7,6.5,0.9,6.6,9.2,7.3,3.4,6.0,0.6,0.8,0.2,4.0,1113949.0,1347498.974976
29001,1.7,0.8,3.5,3.1,0.6,4.7,9.4,7.4,1.7,9.3,6.0,5.6,3.4,7.7,0.8,2.2,2.4,1.7,2.6,1.8,6.2,2.8,5.6,7.1,1.2,14.1,11.9,8.1,6.5,6.8,0.8,0.8,0.6,3.7,1305399.0,1566503.041045
29002,1.3,0.9,3.3,2.7,1.0,5.7,8.2,5.7,1.5,10.5,6.6,5.4,4.1,6.5,1.0,2.2,1.6,1.8,2.5,2.4,6.3,2.2,6.9,6.9,1.5,12.3,14.2,6.7,5.4,5.6,1.1,0.8,0.4,3.8,1384132.0,1856677.67097
29003,1.4,0.7,2.6,3.7,0.6,5.3,11.3,5.2,1.6,9.7,7.2,7.8,4.3,6.6,0.9,2.2,1.9,2.0,2.4,3.5,6.9,2.3,7.7,6.6,1.1,11.9,11.5,8.5,6.3,6.4,1.1,1.0,0.6,3.6,1306905.0,1633910.849063
29004,1.0,0.9,1.8,3.5,0.8,5.0,6.2,5.4,1.4,7.7,4.5,6.1,3.8,5.2,0.8,1.8,1.6,1.2,2.3,2.4,4.0,1.9,6.0,4.7,1.0,7.8,10.2,6.6,4.6,5.5,1.0,0.7,0.5,3.0,1076075.0,1294710.56291
29005,1.2,0.8,2.7,2.7,1.2,3.9,8.4,6.4,1.4,7.9,5.6,5.2,4.1,5.1,0.5,1.8,1.4,1.9,2.2,2.3,5.3,1.9,6.8,5.8,0.9,10.5,11.3,7.6,4.2,4.5,0.5,1.1,0.3,3.3,1244694.0,1506660.859823
29006,1.2,1.8,3.4,4.3,0.6,5.3,9.4,4.8,2.3,10.5,5.6,9.9,4.6,5.9,0.8,2.1,2.1,2.7,2.6,3.8,6.3,3.0,6.5,6.8,1.4,11.1,11.9,8.3,5.8,5.3,1.1,0.7,0.4,4.0,1244579.0,1792077.718501
29007,1.4,1.5,3.1,3.1,0.4,5.1,7.1,4.9,2.0,9.8,4.7,7.9,4.4,4.7,1.1,2.1,1.7,1.7,2.0,3.3,5.0,2.5,5.6,7.2,1.2,11.9,12.3,8.0,5.7,5.6,0.9,0.9,0.7,3.0,1390783.0,1794442.636765
29008,0.5,0.7,2.0,3.7,0.6,4.7,5.7,4.0,1.2,8.7,3.6,7.0,2.8,4.4,0.6,2.4,1.7,1.3,1.9,3.5,5.0,1.8,5.9,6.0,4.6,9.8,10.7,7.1,4.1,5.3,1.0,0.8,0.4,3.6,1108014.0,1176688.714162
29009,1.1,1.3,2.0,3.5,0.4,4.5,9.1,5.1,1.2,10.5,4.8,6.3,2.6,5.2,0.7,1.8,1.2,1.2,1.8,2.3,4.3,1.6,4.7,4.9,0.9,7.8,8.0,7.2,5.0,5.1,0.6,0.8,0.5,2.3,1127701.0,1467596.034111
29010,1.2,0.6,3.6,2.7,0.4,4.7,8.0,6.2,1.7,8.7,6.0,6.2,4.4,7.3,0.4,2.2,2.0,1.5,1.6,2.5,5.3,2.4,6.3,6.0,0.6,11.3,12.2,8.4,6.2,7.1,1.1,0.7,0.4,3.2,1178490.0,1471048.427561
29011,1.0,0.7,3.3,3.2,0.5,4.6,8.0,5.6,1.4,9.3,4.6,7.0,4.4,5.6,0.8,1.6,1.3,1.1,2.1,2.6,4.8,2.0,6.6,6.9,0.8,9.6,11.3,7.6,4.8,5.8,0.9,0.8,0.5,4.1,1236499.0,1703879.627109
29012,0.7,0.6,3.2,2.3,0.5,4.1,7.9,5.4,1.1,7.7,4.2,6.7,3.2,4.5,0.6,1.7,1.6,1.4,2.2,2.1,4.2,1.5,6.5,4.8,0.3,11.1,9.0,6.0,5.2,4.8,0.9,0.9,0.5,2.7,1035025.0,1381119.847967
29013,0.9,0.9,2.3,3.6,1.1,5.2,8.7,5.7,1.7,8.4,6.5,7.4,3.0,6.4,0.6,2.1,1.8,2.0,2.9,3.0,5.3,2.9,5.7,7.9,0.8,10.5,11.7,8.1,5.6,7.5,0.8,0.7,0.6,3.8,1315492.0,1513725.373228
29014,0.6,1.0,2.0,2.3,0.4,4.5,7.5,4.3,0.7,7.0,5.6,6.7,3.5,4.4,0.5,1.6,1.3,1.4,2.0,1.6,3.4,1.8,5.5,5.0,0.7,9.4,8.2,5.7,3.4,3.7,0.6,0.7,0.4,3.6,1131806.0,1622264.813454
29015,0.7,0.7,2.0,3.4,0.6,5.1,8.3,5.9,0.8,9.3,4.5,6.9,3.5,4.1,0.6,1.8,1.5,1.0,2.4,2.2,4.3,1.8,4.8,5.4,1.2,8.9,9.0,7.6,4.1,4.9,0.8,0.6,0.5,3.0,1059313.0,1139033.777731
29016,1.0,0.7,2.4,2.8,0.4,4.8,7.7,5.6,1.3,6.8,4.0,4.8,5.2,5.1,0.6,2.3,1.4,1.4,1.8,1.9,4.3,1.9,5.3,6.0,0.6,8.6,9.9,6.5,4.0,5.6,0.8,0.9,0.4,2.9,1291429.0,1778540.749043
29017,0.5,0.7,1.6,3.2,1.5,4.0,6.7,6.0,1.3,8.8,5.3,6.2,3.6,4.1,0.7,1.7,1.6,1.3,2.0,4.0,4.5,1.1,5.9,6.5,0.7,9.8,7.7,7.2,3.4,4.4,0.9,0.7,0.3,2.4,1081716.0,1702201.738778
29018,1.0,0.9,2.5,3.9,0.4,4.0,7.5,4.9,1.3,8.3,4.5,5.6,3.5,4.8,0.3,2.1,1.5,1.5,1.6,2.6,4.5,2.3,5.5,5.9,1.2,10.7,10.5,6.2,5.0,5.4,1.0,0.8,0.4,3.2,1193945.0,1605555.16298
29019,1.2,0.7,2.9,3.0,0.4,4.6,7.9,3.9,1.5,8.5,4.2,4.8,4.6,4.6,0.4,1.5,1.5,1.4,2.1,1.9,5.1,1.9,6.6,6.1,0.8,8.1,10.2,7.1,4.2,6.0,1.3,1.0,0.5,4.3,1135911.0,1571357.005034
29020,0.7,0.7,2.2,2.5,0.7,5.2,7.6,4.2,1.1,8.2,7.2,5.8,3.9,3.6,0.4,2.1,1.6,1.8,2.5,2.7,4.7,1.7,7.5,5.9,0.8,11.4,10.8,6.9,3.9,5.4,1.0,1.0,0.3,2.7,1071353.0,1538793.631382
29021,0.9,1.5,2.1,2.6,0.6,5.1,7.9,6.0,1.1,7.8,4.9,6.0,3.3,4.4,0.5,1.5,1.8,1.7,2.8,2.7,5.5,1.5,5.4,5.9,1.0,9.0,9.9,5.9,3.7,4.7,0.9,1.2,0.3,3.0,1210932.0,1695314.667027
29022,0.8,0.7,3.2,3.6,0.8,4.4,5.9,5.1,1.7,8.4,5.1,5.8,3.7,4.7,0.4,1.7,1.6,1.5,2.0,3.6,4.5,1.6,5.0,4.6,1.1,9.2,8.6,5.5,3.6,3.7,0.7,0.8,0.5,3.0,1107831.0,1470107.131418
29023,0.6,1.4,2.3,3.8,0.5,4.2,6.8,3.9,1.1,8.5,5.1,5.9,2.7,4.8,0.7,1.7,1.4,1.0,1.4,2.1,4.4,1.8,5.3,5.8,0.8,8.6,8.5,6.8,4.2,5.3,1.1,0.6,0.4,3.4,1093526.0,1461360.235733
29024,1.1,1.0,2.6,3.5,0.4,3.7,8.7,5.1,1.5,8.8,4.6,5.7,3.1,5.4,0.6,2.2,1.4,1.4,1.8,2.0,4.4,2.9,4.9,6.2,1.0,11.4,10.8,6.5,4.5,6.3,0.9,0.6,0.4,4.4,1309318.0,1856582.750287
29025,0.8,0.7,2.3,1.9,0.8,4.2,5.4,4.1,1.3,7.6,3.9,4.1,3.8,4.1,0.5,1.8,1.1,1.1,1.5,1.8,3.5,1.4,5.3,3.9,0.8,9.2,9.2,4.7,3.7,3.8,0.8,0.6,0.4,3.1,1066949.0,1557791.755477
29026,0.8,0.7,1.9,2.4,0.4,4.4,6.8,4.4,1.3,8.9,4.1,5.1,2.9,3.9,0.4,2.1,1.4,1.5,2.9,2.6,5.0,1.6,5.3,6.5,0.8,9.0,9.6,6.1,3.7,5.9,0.9,1.1,0.3,3.8,1022913.0,1466694.164119
29027,0.7,0.5,2.4,3.3,0.6,5.5,7.5,5.9,1.3,9.4,4.1,5.1,5.1,4.8,0.5,2.0,1.3,1.3,2.4,1.3,5.3,2.0,6.0,6.2,1.1,9.7,9.6,7.5,4.5,6.4,0.9,1.2,0.5,3.3,1101888.0,1514846.654088
29028,1.1,0.8,2.4,2.5,0.3,5.5,9.7,5.9,1.2,10.7,3.9,7.1,4.7,5.7,0.4,1.5,1.2,1.6,2.4,2.3,3.7,1.6,5.3,5.9,1.1,15.4,12.4,6.5,4.4,4.9,1.1,1.0,0.4,3.5,1208398.0,1638917.049984
29029,0.9,0.6,3.0,3.3,1.9,5.1,7.3,6.3,1.4,7.7,4.5,6.5,2.8,5.0,0.6,1.5,1.4,1.2,2.6,2.6,5.0,2.0,5.6,5.2,1.0,11.1,10.5,7.4,3.6,6.5,0.8,0.9,0.4,3.4,1117951.0,1411384.384547
29030,0.8,0.5,2.5,3.3,0.5,3.0,7.2,4.4,1.1,8.4,3.1,7.0,3.9,4.5,0.3,1.7,1.2,1.4,2.3,2.6,4.4,1.4,5.3,5.0,0.5,9.1,9.6,6.1,3.7,5.1,1.6,0.6,0.4,3.6,1067879.0,1488992.310389
29031,1.0,1.1,2.5,2.7,0.7,4.1,10.3,5.6,1.7,10.3,5.2,6.1,4.0,5.9,0.6,2.2,1.5,1.4,2.5,1.8,4.8,1.9,5.9,7.6,1.2,11.4,9.2,8.9,5.9,5.6,0.9,0.6,0.6,2.5,1360298.0,1890102.227904
29032,0.7,1.1,1.9,3.4,0.4,3.9,6.8,5.7,1.5,7.3,3.5,7.7,3.2,4.6,0.4,1.5,1.6,1.1,1.8,3.5,4.1,1.8,5.1,4.7,1.0,9.3,9.6,6.5,4.1,4.7,1.0,0.7,0.5,2.9,1223546.0,1683748.36515
29033,0.7,0.9,1.9,2.6,0.7,3.9,7.1,4.3,1.3,6.9,3.4,4.4,2.6,4.4,0.5,1.7,1.4,1.2,1.6,1.8,4.2,1.8,5.7,5.9,0.5,8.5,8.2,6.6,4.0,5.3,0.7,0.6,0.4,2.4,1080892.0,1317399.772267
29034,1.1,1.2,3.2,3.5,0.3,4.0,9.6,5.4,1.2,7.4,5.3,7.7,3.6,7.4,0.4,1.4,1.3,1.4,2.1,3.2,4.8,1.9,5.8,6.1,1.2,9.1,8.4,7.0,4.0,5.9,1.0,1.2,0.4,3.0,1288447.0,1718196.147319
29035,0.9,1.2,2.1,3.1,0.5,4.7,7.8,4.7,1.3,9.6,4.4,6.8,4.4,5.0,0.4,1.7,2.0,1.2,2.2,2.7,5.2,1.6,5.8,6.1,1.1,11.1,10.4,8.6,4.9,5.7,1.1,1.0,0.5,3.3,1232192.0,1670373.898138
29036,0.8,0.5,2.0,2.5,0.3,4.8,7.1,5.8,1.7,9.4,5.0,6.5,3.0,5.2,0.5,1.7,1.4,1.4,2.2,2.7,5.6,2.3,5.6,7.1,0.8,10.5,8.6,8.7,4.3,5.8,0.9,0.9,0.6,2.7,1218556.0,1317639.088832
29037,1.3,1.4,3.1,2.2,0.3,5.7,7.5,4.9,1.5,7.5,3.9,4.1,3.0,5.6,0.5,2.1,2.7,1.5,3.3,2.1,4.6,1.8,6.1,8.9,1.1,11.9,11.2,9.8,4.7,4.2,1.0,1.4,0.5,3.5,1329930.0,1856272.11112
29038,1.0,0.5,3.7,2.7,0.5,5.3,8.6,5.4,1.4,10.9,4.1,7.4,4.5,4.4,0.4,3.0,1.5,1.2,1.8,3.9,6.0,2.8,6.8,5.4,0.8,11.8,12.0,10.1,4.8,5.4,1.3,0.9,0.7,2.8,1174458.0,1629845.729821
29039,0.6,1.0,3.7,3.2,1.5,4.9,8.9,5.7,1.6,9.9,5.3,6.1,4.4,4.9,0.5,2.0,1.6,1.5,2.6,3.8,5.2,2.1,5.8,6.4,1.2,10.0,10.4,8.1,4.5,7.7,0.9,1.1,0.6,3.4,1271315.0,1692749.758438
29040,0.9,0.6,2.5,3.4,1.2,4.9,7.9,4.3,2.0,10.2,4.3,7.1,3.6,4.8,0.4,2.2,1.7,1.6,2.5,2.9,4.8,2.0,5.8,6.9,0.9,8.7,9.3,7.0,4.1,4.7,1.2,1.0,0.5,2.8,1059970.0,1431173.753434
29041,0.9,0.7,1.5,2.0,0.6,3.1,8.1,4.7,1.8,6.4,4.4,6.2,4.0,4.8,0.3,1.2,1.1,1.9,1.4,2.2,3.5,1.6,3.7,4.6,0.9,9.8,8.0,5.5,3.1,4.4,0.9,1.0,0.3,2.9,1066572.0,1197256.32849
29042,1.0,0.5,2.2,2.4,0.4,5.0,8.9,5.1,1.0,7.8,4.5,6.7,4.2,5.0,0.7,2.6,2.3,1.5,2.8,2.0,5.0,1.6,5.9,6.2,1.1,9.0,10.4,8.1,3.7,6.1,0.8,0.8,0.5,3.9,1261415.0,1771879.117278
29043,0.6,0.5,1.9,2.8,0.3,4.4,7.4,4.3,3.1,8.1,4.1,4.6,2.9,4.4,0.4,1.5,1.7,2.1,2.5,1.9,4.4,1.9,6.5,5.5,0.8,7.6,8.3,7.2,3.3,5.7,0.7,0.8,0.3,3.7,1135167.0,1562504.997136
29044,0.8,0.8,2.2,2.8,0.7,4.5,9.0,6.7,1.4,8.4,4.9,7.4,4.1,5.3,0.9,1.6,1.6,1.2,2.1,2.7,5.3,2.0,5.8,5.9,1.1,11.5,8.8,7.5,4.4,5.1,0.8,0.5,0.6,3.9,1140054.0,1425244.371937
29045,0.8,1.1,2.4,2.4,0.9,4.3,7.9,4.7,1.2,5.6,4.4,4.7,4.1,5.7,0.4,1.9,2.2,1.3,1.6,1.9,3.6,1.5,6.2,5.3,1.1,11.0,9.8,5.4,3.4,5.2,1.0,0.8,0.4,3.0,1065661.0,1467786.639541
29046,0.8,1.0,1.8,3.4,0.6,5.9,6.7,5.0,1.9,9.5,5.0,5.8,4.7,4.7,0.5,1.5,1.6,1.9,2.4,3.4,4.3,1.5,6.5,5.2,0.7,9.8,10.8,7.0,4.5,5.7,0.9,0.8,0.6,3.5,1289862.0,1548710.391185
29047,0.4,0.9,2.8,2.5,0.5,3.5,6.5,4.6,1.6,9.4,3.7,5.4,2.7,3.8,0.5,1.5,1.8,1.2,2.2,1.9,3.9,0.9,3.6,4.5,0.9,7.5,8.1,5.7,3.1,3.6,0.8,0.8,0.3,3.5,1155545.0,1265642.114598
29048,1.1,1.0,3.1,3.2,0.3,4.5,7.1,3.7,1.7,9.7,5.8,6.2,3.6,4.6,0.8,1.7,1.5,1.6,1.7,3.1,4.6,2.4,5.7,5.6,1.2,9.5,11.1,6.2,3.9,4.9,0.7,0.8,0.5,3.5,1291431.0,1706218.273945
29049,0.8,0.7,2.1,2.7,0.5,3.6,6.5,3.5,1.1,7.8,4.0,5.5,3.2,4.4,0.2,1.4,1.4,1.0,1.8,2.4,4.0,1.5,4.2,4.6,0.7,7.4,8.9,6.7,3.7,4.4,1.0,0.9,0.5,2.5,1088751.0,1456249.599685
29050,1.0,0.8,2.3,2.7,0.5,3.5,6.2,3.4,1.5,7.9,6.7,5.5,3.7,3.9,0.2,1.3,1.5,1.1,2.5,2.3,4.1,1.5,5.1,4.9,1.2,9.3,8.0,5.4,4.5,4.2,0.7,0.6,0.5,3.1,1136441.0,1438758.322871
29051,1.0,0.6,3.3,2.7,0.6,4.4,8.3,4.7,1.4,10.2,4.6,5.6,4.1,4.5,0.4,2.2,1.7,2.1,2.1,1.7,4.7,1.5,5.7,6.3,0.6,9.9,10.3,7.5,4.6,4.8,0.8,1.1,0.4,2.7,1236676.0,1394858.178126
29052,0.8,0.7,2.4,3.0,0.6,4.4,7.0,3.5,1.3,7.7,4.6,5.8,3.8,3.8,0.4,1.5,1.3,1.4,1.9,2.4,4.0,2.7,5.5,4.6,0.6,9.2,9.4,6.6,3.9,5.4,1.0,1.0,0.3,3.0,1156517.0,1419942.697667
29053,0.8,1.2,2.4,3.7,0.4,4.8,7.0,5.5,1.8,8.7,3.9,6.3,2.9,4.2,0.4,1.6,1.5,1.0,1.6,3.0,5.3,1.5,4.5,5.4,0.7,10.5,9.7,7.5,3.5,4.8,0.9,0.8,0.3,2.5,1183035.0,1266873.082774
29054,0.7,0.6,3.1,4.6,0.5,4.5,7.4,4.5,1.4,10.8,4.3,5.9,3.8,4.0,1.0,2.3,1.6,1.2,1.6,2.5,5.9,2.3,6.8,6.3,1.1,12.2,11.0,7.8,3.8,5.2,0.9,0.8,0.5,2.5,1150208.0,1497480.42679
29055,0.7,0.8,2.1,3.2,0.6,4.0,5.9,3.9,1.3,8.9,4.7,6.6,4.5,3.6,0.3,1.5,1.4,0.8,2.2,3.0,3.2,1.9,5.1,6.4,1.1,9.1,8.9,6.3,3.2,4.7,1.1,0.6,0.5,2.9,1038553.0,1438126.644508
29056,0.7,1.2,3.3,3.3,0.6,4.3,7.9,5.2,1.1,7.4,3.4,4.7,1.9,5.8,0.4,1.8,1.1,1.0,2.7,2.2,4.2,1.7,4.8,4.9,0.8,10.0,10.0,8.8,3.6,5.3,0.8,0.7,0.4,3.0,1140099.0,1562825.368849
29057,1.0,1.3,2.4,2.9,0.5,4.4,9.8,4.4,1.1,8.9,4.7,4.7,3.4,4.8,0.7,1.6,1.4,1.5,2.9,2.1,4.7,1.5,5.9,5.5,0.7,10.6,10.5,6.2,4.0,5.2,1.7,1.5,0.4,3.0,1157816.0,1438467.927558
29058,1.1,1.3,3.9,3.7,0.8,6.4,9.4,7.9,1.6,11.7,5.7,8.9,4.2,7.3,0.6,2.1,2.1,2.3,1.9,4.5,7.1,2.3,7.9,6.8,1.3,14.2,13.9,7.6,6.2,7.2,1.2,1.2,0.8,2.7,1334563.0,1415979.156889
29059,1.0,1.0,3.9,3.2,0.6,5.0,7.4,6.8,1.3,10.8,6.1,6.2,3.6,6.8,0.6,2.2,1.9,1.5,2.6,2.7,6.3,2.5,7.5,6.8,2.1,14.8,13.7,8.5,5.4,8.8,1.3,1.2,0.7,4.7,1448830.0,1553440.668922
29060,0.9,0.9,2.4,3.1,0.5,4.2,7.7,4.6,1.5,7.9,7.2,6.2,2.5,5.5,0.6,1.3,1.4,1.4,2.1,1.9,4.6,1.6,5.0,6.3,1.2,8.4,7.6,7.3,4.2,5.6,0.8,0.9,0.5,2.8,1093825.0,1250719.813314
29062,1.0,1.5,4.2,6.1,3.7,3.9,13.1,5.4,2.7,14.5,8.3,3.8,5.7,6.4,2.0,4.3,3.2,3.1,4.5,6.1,10.1,4.0,15.9,9.4,1.4,13.9,17.2,14.5,7.8,9.7,1.8,2.6,0.8,5.1,888153.0,1694629.39279
29063,1.1,0.9,3.6,3.2,0.5,4.9,7.5,6.0,2.1,10.0,6.9,6.6,4.6,6.6,0.8,2.0,2.8,1.6,3.1,2.6,6.4,2.8,6.8,6.8,1.2,14.3,14.0,9.1,4.6,6.7,0.9,1.2,0.8,3.9,1417213.0,1778932.028461
29064,1.1,1.8,5.6,3.8,1.2,5.9,12.1,5.1,2.1,10.7,5.6,7.2,3.8,5.7,1.1,3.0,3.4,1.3,2.6,3.4,8.1,3.6,11.4,8.6,1.6,15.5,14.5,13.1,7.7,11.0,0.8,1.4,0.4,2.8,1164760.0,1494360.776034
29065,0.9,1.3,3.5,2.9,0.9,4.7,10.0,5.3,1.7,8.4,6.2,6.0,4.7,5.2,0.9,1.7,1.9,2.4,1.7,2.1,5.1,2.2,6.8,4.3,0.7,12.6,12.2,7.9,4.4,5.3,1.3,1.4,0.4,2.7,1232785.0,1277795.077076
