rh.aparc.curvind,rh_bankssts_curvind,rh_caudalanteriorcingulate_curvind,rh_caudalmiddlefrontal_curvind,rh_cuneus_curvind,rh_entorhinal_curvind,rh_fusiform_curvind,rh_inferiorparietal_curvind,rh_inferiortemporal_curvind,rh_isthmuscingulate_curvind,rh_lateraloccipital_curvind,rh_lateralorbitofrontal_curvind,rh_lingual_curvind,rh_medialorbitofrontal_curvind,rh_middletemporal_curvind,rh_parahippocampal_curvind,rh_paracentral_curvind,rh_parsopercularis_curvind,rh_parsorbitalis_curvind,rh_parstriangularis_curvind,rh_pericalcarine_curvind,rh_postcentral_curvind,rh_posteriorcingulate_curvind,rh_precentral_curvind,rh_precuneus_curvind,rh_rostralanteriorcingulate_curvind,rh_rostralmiddlefrontal_curvind,rh_superiorfrontal_curvind,rh_superiorparietal_curvind,rh_superiortemporal_curvind,rh_supramarginal_curvind,rh_frontalpole_curvind,rh_temporalpole_curvind,rh_transversetemporal_curvind,rh_insula_curvind,BrainSegVolNotVent,eTIV
50357,0.7,1.7,4.3,3.7,0.8,4.5,9.9,6.0,1.6,11.0,7.7,8.0,4.7,6.6,0.8,2.8,1.8,1.5,2.2,2.9,10.5,4.0,10.0,8.6,1.7,10.1,13.1,11.2,7.7,9.4,0.7,1.6,1.0,5.0,1179262.0,1495372.667967
50358,1.1,0.8,3.5,3.3,0.7,6.2,11.2,7.4,2.4,12.0,7.1,7.9,4.7,7.6,0.9,2.3,2.6,2.0,3.8,2.5,8.7,2.0,8.5,9.5,0.6,16.4,14.8,13.1,7.1,9.7,0.9,2.1,1.2,4.5,1081930.0,1332215.422137
50359,1.4,1.1,3.1,3.9,1.0,4.0,11.8,5.4,1.4,11.9,6.1,5.4,5.0,6.3,0.8,2.8,2.9,2.0,2.9,2.9,9.9,1.7,13.0,8.1,1.0,14.0,15.2,12.3,7.8,7.1,0.8,1.5,0.8,3.3,958976.0,1256090.646351
50360,0.8,1.7,3.4,4.2,2.5,5.2,9.4,8.9,1.6,15.4,6.9,9.1,4.5,7.8,0.8,2.7,2.4,2.3,3.8,3.7,5.7,2.0,8.1,6.5,0.9,15.4,13.5,11.2,6.7,4.7,1.7,1.0,0.9,4.6,1191941.0,1502740.120281
50361,1.0,1.2,2.9,4.1,0.9,4.5,7.8,7.6,1.1,10.5,6.9,6.0,5.1,6.3,0.5,2.8,2.3,1.8,2.8,3.6,4.8,2.2,7.7,5.9,0.4,11.4,12.0,10.1,6.2,6.4,1.1,1.7,1.1,3.3,1116568.0,1468147.554556
50362,1.1,1.1,2.8,3.7,1.0,4.4,10.9,5.5,1.7,11.0,5.0,7.5,3.8,7.8,1.2,1.9,1.9,2.0,3.2,3.0,5.4,2.2,6.9,6.3,1.1,11.9,11.2,8.5,5.9,5.7,1.0,1.3,0.8,4.8,1128464.0,1448764.041601
50363,1.1,1.0,3.7,4.0,1.1,5.9,13.0,7.2,1.8,13.2,8.2,7.0,3.8,8.7,1.2,3.6,2.4,2.6,3.4,4.1,9.2,2.7,10.4,7.3,1.2,14.1,15.5,13.7,7.8,9.2,1.1,1.8,0.5,5.9,1379846.0,1709377.406626
50364,1.4,0.9,3.1,4.8,0.9,6.6,9.1,7.0,1.6,10.8,6.3,6.6,3.9,7.7,0.8,2.1,1.7,2.5,3.5,3.4,7.8,1.4,8.7,7.4,1.1,14.0,12.2,8.9,8.8,7.3,1.5,2.0,0.9,5.8,1169634.0,1450230.099806
50365,0.9,0.9,2.8,3.0,0.9,5.1,7.1,5.9,1.5,9.5,7.8,6.6,3.8,5.4,0.8,2.2,1.5,2.5,2.5,2.9,4.8,1.6,6.7,4.7,1.7,10.0,11.6,7.6,4.9,4.8,1.5,1.5,0.7,4.0,1006749.0,1281406.502332
50366,1.0,0.8,2.7,5.0,1.4,7.6,10.1,8.1,1.7,10.7,7.0,9.3,3.8,8.6,0.9,2.0,2.1,2.0,2.9,3.7,8.1,2.2,7.0,6.3,1.2,9.8,13.1,9.0,7.5,7.8,1.0,1.8,0.7,5.3,1203225.0,1533995.751348
50367,1.3,0.9,2.8,4.3,1.2,6.0,9.4,8.2,1.2,11.4,9.1,8.8,4.0,6.3,0.9,3.0,2.2,1.9,3.8,4.3,5.7,2.2,8.6,7.9,0.6,11.7,12.9,10.0,7.7,6.7,1.0,1.3,1.6,4.5,1211835.0,1486826.92173
50368,1.9,1.1,3.0,5.2,2.8,7.2,13.1,9.4,2.4,13.4,9.3,9.1,7.0,9.4,1.3,3.3,2.4,1.9,4.2,5.2,7.9,2.5,8.8,8.0,1.3,14.1,15.3,10.4,8.3,7.8,1.0,1.3,0.9,4.4,1369533.0,1707396.249999
50369,1.2,1.1,3.1,3.8,0.7,5.3,7.7,5.7,1.5,11.1,5.9,8.7,9.9,6.1,0.7,2.5,1.6,1.4,2.0,5.2,6.2,3.2,9.5,5.0,1.1,10.5,10.4,9.1,5.5,7.4,1.4,1.3,0.6,6.2,1064158.0,1356049.046138
50370,1.2,1.5,2.8,4.4,1.4,5.2,11.2,8.7,1.8,10.9,8.2,8.5,3.8,7.1,0.6,3.5,2.0,1.6,2.5,3.1,6.0,3.1,9.4,8.6,1.3,13.0,14.5,10.6,7.2,7.9,1.1,1.8,0.8,3.7,1229021.0,1533441.860677
50371,1.7,2.1,6.3,5.8,1.6,6.3,14.4,9.1,3.1,14.8,10.0,13.5,4.6,9.3,1.1,4.1,2.7,2.3,2.9,5.9,8.9,2.4,11.3,8.0,2.2,18.0,24.1,13.4,9.7,8.1,0.9,2.2,0.9,3.9,1294341.0,1702220.710563
50372,1.2,1.2,3.4,5.7,1.2,6.4,10.1,7.3,1.7,12.5,7.6,7.3,4.3,7.1,0.8,2.7,2.4,1.6,3.5,4.2,7.1,2.6,8.8,9.3,2.0,13.3,14.8,10.1,8.5,7.3,1.4,2.0,1.4,7.1,1271523.0,1559971.612238
50373,1.8,1.7,4.9,4.9,1.5,8.0,13.0,8.2,1.9,13.0,9.1,7.4,6.7,9.7,1.0,4.1,2.6,2.1,3.3,3.3,9.1,3.6,13.3,9.3,1.3,15.7,19.6,13.9,12.2,10.6,1.3,1.7,1.1,4.5,1181071.0,1625698.247986
50374,1.2,1.1,3.4,4.1,1.0,5.5,9.8,7.1,1.2,13.6,6.6,6.9,3.9,7.8,0.7,2.0,2.5,1.6,2.8,3.7,5.9,1.8,7.6,6.6,0.8,9.9,12.2,7.9,7.5,5.2,0.7,1.0,1.2,4.5,1072143.0,1370964.561783
50375,0.9,0.9,2.6,3.8,1.4,5.7,9.0,5.0,1.7,11.7,4.9,7.3,2.8,5.2,1.0,2.1,1.9,1.5,2.0,3.1,5.5,2.1,8.0,4.8,0.8,10.5,11.1,7.7,7.5,3.9,1.1,1.6,0.4,2.7,1021107.0,1314818.185255
50376,1.1,1.1,2.3,3.4,1.0,6.0,11.8,6.1,1.7,11.0,6.9,5.0,4.2,8.1,1.6,3.5,1.6,1.3,2.1,2.3,9.0,1.9,7.7,7.0,0.9,10.0,12.2,9.2,5.5,6.7,0.9,1.0,0.9,3.9,1015738.0,1131520.805237
50377,1.4,2.1,5.3,4.6,2.0,6.9,12.6,11.1,2.5,10.7,8.9,9.6,4.3,8.5,1.2,4.7,4.1,2.1,3.8,4.7,9.1,4.0,14.4,11.3,2.0,13.4,19.5,11.3,8.7,7.3,1.4,2.5,0.6,5.3,1383269.0,1679455.793763
50378,1.3,1.1,3.7,2.9,1.1,9.6,10.9,8.6,1.4,10.5,7.3,7.1,4.3,9.1,1.0,2.9,2.8,1.8,3.1,2.0,7.0,3.0,7.9,7.4,1.5,13.2,14.1,14.3,8.7,6.5,0.9,0.9,0.9,6.0,1177278.0,1562558.184091
50379,1.0,1.1,4.2,3.9,0.7,7.0,9.9,7.0,2.3,12.1,9.1,7.2,3.5,5.7,0.8,2.8,2.2,2.3,3.8,3.5,6.2,2.6,9.2,6.0,1.0,10.5,15.5,7.6,8.4,7.7,0.8,1.8,0.8,5.4,1142387.0,1459661.53151
50380,1.2,1.4,4.0,4.5,1.2,6.9,10.8,6.8,1.5,13.6,7.5,8.0,4.5,7.8,0.8,3.1,2.1,2.2,2.4,3.7,8.8,2.9,12.2,6.6,1.5,13.1,13.7,9.2,8.7,6.4,1.3,1.7,0.9,4.0,1242046.0,1553372.006263
50381,1.1,0.9,5.4,4.9,2.4,8.3,13.0,10.0,2.5,16.1,7.2,8.9,4.0,8.9,1.9,3.1,3.2,1.7,3.6,3.3,10.9,3.3,13.2,8.3,1.5,14.8,14.5,13.3,8.7,10.0,1.4,1.7,1.1,6.2,1296296.0,1474931.25321
50382,1.2,1.8,3.2,3.5,2.2,5.8,10.4,9.8,1.9,9.0,6.4,6.8,4.3,6.3,1.5,2.7,1.8,2.2,4.0,2.8,5.3,2.1,8.6,7.5,1.5,13.9,12.8,10.0,5.1,5.2,1.0,1.2,0.5,4.3,1258335.0,1646193.471198
50383,1.4,1.3,3.4,4.0,1.4,5.8,10.8,4.9,1.3,12.5,5.5,6.8,4.8,6.4,0.7,2.9,1.9,1.8,2.1,3.0,7.6,2.8,9.1,7.4,1.9,13.5,17.2,13.8,7.7,7.7,1.4,2.8,0.7,3.6,1154501.0,1318840.382953
50385,1.0,1.2,4.4,4.6,1.7,5.4,8.8,6.1,2.2,12.4,7.3,10.6,4.5,5.8,0.6,2.8,2.0,2.7,2.3,4.9,10.3,2.8,10.4,7.9,0.7,13.0,13.8,9.6,6.5,8.8,0.9,1.1,1.1,4.3,1222513.0,1581142.429147
50386,1.1,1.9,4.6,5.0,1.0,7.7,11.7,9.7,2.2,11.4,6.6,8.8,4.8,8.7,0.8,2.6,2.1,2.6,3.4,4.5,8.0,3.3,10.1,7.2,1.9,15.9,14.7,11.9,8.1,6.6,1.3,1.0,0.7,5.3,1354784.0,1762525.400925
50387,1.1,1.7,3.3,4.7,1.7,5.6,14.9,6.7,1.9,13.6,7.4,9.3,5.7,7.2,0.6,4.9,2.5,1.7,2.7,4.0,8.2,3.2,11.0,9.7,1.4,14.2,16.3,15.7,7.0,8.4,1.7,1.3,0.8,4.2,1241659.0,1535309.673437
50388,0.9,0.8,3.0,4.4,1.1,6.8,12.8,6.3,1.9,15.0,7.0,9.9,4.6,7.7,0.8,3.3,2.2,2.2,3.2,4.0,7.6,2.7,10.6,11.1,0.8,15.4,14.6,12.0,7.1,5.9,1.4,2.0,0.8,3.9,1257808.0,1657489.586002
50390,1.0,0.8,4.7,3.7,0.9,5.8,11.6,7.3,1.6,10.9,5.5,6.7,5.1,6.9,0.6,2.4,2.4,2.1,3.4,3.5,7.0,2.2,9.1,6.2,0.6,12.1,13.7,9.1,7.0,6.8,1.0,2.6,0.7,4.8,1219051.0,1550780.265666
50391,0.8,1.3,3.9,3.7,1.7,6.1,9.3,8.0,1.5,10.1,8.0,7.5,4.0,7.8,0.9,2.6,2.1,2.3,2.8,3.4,5.4,2.6,9.8,6.7,1.2,14.9,13.4,9.8,6.0,5.8,1.1,1.5,0.9,6.3,1306535.0,1684515.674118
50397,1.1,1.3,2.6,4.0,1.3,4.4,9.1,8.8,1.6,11.8,7.2,8.2,4.0,8.5,0.9,2.2,2.6,1.5,2.8,3.2,5.9,2.1,7.7,5.9,1.3,14.2,12.3,9.3,6.1,5.2,1.1,1.4,1.0,4.5,1083300.0,1491552.72017
50399,0.9,1.1,4.4,3.5,3.3,6.9,5.8,7.6,2.1,9.5,7.6,6.8,4.8,5.9,0.7,1.8,2.0,2.1,2.0,3.1,5.7,2.0,10.3,6.2,1.2,11.7,13.3,8.2,5.8,5.7,1.3,1.0,1.1,4.7,1093281.0,1564183.325162
50402,2.1,1.2,3.8,5.2,1.4,7.6,9.9,7.6,1.7,11.6,5.9,9.4,4.3,6.5,1.5,2.9,2.1,1.4,1.9,3.6,6.5,2.4,9.0,8.9,0.6,12.4,14.8,10.4,8.4,7.7,0.9,1.7,0.6,6.9,1101268.0,1379680.042278
50403,1.8,1.2,5.0,4.4,1.3,9.2,13.2,10.8,2.1,16.8,11.8,7.8,7.4,7.9,2.0,6.2,4.9,3.3,5.5,3.6,8.1,2.8,12.6,7.9,1.2,16.6,27.6,12.7,8.7,10.6,1.5,2.5,0.6,6.8,1327004.0,1803828.061993
50404,1.1,0.7,2.7,2.8,1.3,5.0,11.0,5.3,1.3,8.6,5.4,5.5,2.3,5.8,0.7,2.1,1.6,1.4,2.1,2.1,8.7,1.2,7.6,5.4,0.7,8.3,9.0,7.5,6.4,5.3,1.1,1.0,0.5,4.2,752161.0,1026370.486799
50405,1.4,1.2,2.9,3.9,1.0,6.5,10.9,8.0,1.3,11.8,5.6,6.9,6.1,6.4,1.0,3.1,1.5,1.7,2.1,2.7,5.6,2.1,9.8,6.7,1.1,11.7,14.5,8.2,7.4,6.2,1.0,1.3,0.5,4.8,1228230.0,1587895.922346
50406,1.4,1.6,4.1,5.9,1.4,8.4,10.7,11.1,2.1,15.2,8.8,10.2,4.1,7.5,1.1,3.5,2.1,2.4,2.9,4.1,7.9,1.9,10.2,7.6,1.3,12.4,16.3,13.6,7.9,8.4,1.2,1.4,0.7,5.0,1273170.0,1638104.171373
50407,1.5,1.0,3.5,4.0,0.6,7.2,7.4,8.7,1.4,11.2,5.4,7.7,5.3,6.9,1.0,3.0,2.0,1.3,1.7,3.0,8.2,1.8,7.8,5.8,0.9,10.7,13.8,9.1,7.7,7.3,0.9,0.9,0.7,4.2,1020632.0,1306990.658457
50408,1.8,1.5,3.9,4.3,1.2,8.9,10.5,14.4,1.6,16.5,7.9,11.7,4.3,9.3,1.7,4.8,3.8,3.2,4.0,3.6,7.3,2.3,10.7,8.1,1.5,15.0,13.7,14.7,7.6,6.9,1.5,1.0,0.9,5.4,1265188.0,1683831.119649
50410,1.7,1.6,6.5,5.6,2.7,11.0,20.0,11.8,2.1,17.6,8.3,9.1,6.1,8.6,2.0,5.8,2.4,2.7,4.1,3.3,10.2,2.5,14.4,10.5,2.5,18.5,27.1,14.3,10.5,8.0,1.2,1.1,0.8,10.8,1239922.0,1678073.218181
50411,1.7,1.1,9.1,4.2,2.8,8.0,16.6,11.1,1.6,16.5,8.7,6.1,4.9,13.0,0.8,5.0,2.6,2.4,2.7,2.9,11.7,2.9,13.4,7.9,1.8,18.8,21.7,12.5,9.9,11.1,1.5,1.8,0.9,5.8,1450564.0,1849655.790782
50412,1.8,0.6,3.5,3.9,0.6,8.4,8.6,8.5,2.2,11.4,6.1,7.3,4.3,7.0,1.0,4.2,2.6,2.4,3.2,2.5,10.4,2.6,11.2,6.7,0.9,11.8,13.2,9.4,6.8,6.5,0.8,1.5,1.2,5.2,1202063.0,1555027.949804
50413,1.2,1.5,3.8,3.3,0.8,7.4,9.6,4.6,1.7,11.0,5.2,6.7,3.3,6.2,1.0,2.8,2.0,1.4,2.5,3.5,6.4,2.5,9.6,5.3,1.3,11.2,12.2,9.8,6.6,5.9,1.0,1.9,0.8,5.1,1234721.0,1554006.000624
50414,1.8,0.9,2.8,4.2,0.8,8.8,8.8,10.5,1.4,10.6,7.9,7.0,5.3,7.4,1.3,2.1,2.1,2.2,3.0,3.1,6.4,1.7,8.7,6.8,0.9,12.2,14.4,8.6,10.4,7.5,0.7,1.0,0.7,5.2,1150755.0,1365298.686771
50415,1.5,1.1,3.5,4.5,1.4,6.4,12.9,9.8,1.5,15.5,7.5,7.6,4.1,7.9,1.2,3.1,2.7,2.3,3.3,3.6,9.1,1.5,10.6,7.3,0.8,11.3,13.3,10.6,7.5,7.0,1.0,1.8,0.6,4.7,1120191.0,1516386.539804
50416,0.8,1.5,5.2,5.6,1.0,7.0,9.2,8.4,1.7,15.2,7.9,6.5,4.0,6.8,0.9,5.8,2.3,2.3,2.5,3.6,8.1,2.8,11.5,6.5,1.9,12.6,19.9,9.1,7.6,5.7,0.9,1.2,0.6,5.1,1262500.0,1687645.942886
50417,1.4,3.2,2.0,4.4,0.7,5.4,10.5,4.8,1.5,10.2,8.1,6.8,6.1,8.5,0.5,3.7,2.5,2.0,4.0,2.1,8.5,1.9,8.3,7.6,2.0,9.3,13.1,11.2,12.0,11.9,1.2,2.5,1.0,2.5,1113462.0,1488034.421547
50418,0.7,1.1,4.1,4.4,1.0,6.8,11.3,5.4,1.6,14.3,7.5,6.6,3.9,6.1,1.2,2.2,2.5,2.9,4.2,3.1,6.2,2.2,11.5,8.6,1.5,15.3,14.7,10.3,6.9,8.0,1.0,1.7,0.8,2.9,1158835.0,1564528.200788
50419,0.9,1.5,3.2,4.0,0.9,6.6,8.1,5.0,1.3,11.6,6.6,6.6,4.7,5.6,1.1,3.1,2.0,2.2,3.1,3.0,5.7,2.5,9.3,5.8,1.2,12.7,14.5,7.1,6.8,5.5,0.9,0.9,0.7,4.4,1024472.0,1362858.639887
50421,1.2,1.5,2.5,4.6,1.4,5.2,13.3,9.5,1.9,11.2,6.7,6.9,4.8,7.6,0.8,3.5,2.6,2.4,3.2,2.4,6.6,2.6,8.7,8.5,1.6,11.6,14.0,11.9,5.3,6.6,1.1,1.4,0.5,4.2,1228934.0,1616270.809686
50422,1.4,1.4,6.6,6.1,2.3,9.0,11.4,7.8,1.9,18.2,7.9,6.8,4.9,11.3,0.9,4.6,3.5,2.2,3.7,4.3,12.4,2.4,11.8,8.6,1.0,15.0,19.9,12.9,12.4,13.7,1.4,2.1,0.9,6.4,1152480.0,1626211.887368
50424,1.3,1.3,3.6,4.2,0.5,7.9,12.6,8.3,2.2,13.5,7.2,6.5,6.9,5.9,0.7,3.6,2.3,2.8,2.8,3.1,7.7,2.4,10.6,9.5,1.9,13.9,17.7,10.8,6.5,8.1,0.9,1.6,0.6,4.8,1191589.0,1532208.129628
50425,1.5,2.5,4.7,4.6,0.8,7.9,11.5,8.3,2.2,14.7,7.4,8.8,4.5,6.1,1.0,4.6,3.5,2.2,2.6,2.4,10.3,3.8,13.0,7.3,1.8,14.9,25.7,9.9,6.3,7.0,1.0,1.9,0.9,5.1,1192342.0,1539020.138146
50426,1.4,1.4,4.7,3.6,0.9,5.9,12.1,9.2,1.7,11.2,9.5,7.4,4.8,9.2,1.3,2.3,2.3,2.1,3.1,2.6,7.8,2.8,7.7,7.2,2.2,15.3,12.4,11.1,8.0,7.5,1.2,1.3,0.9,5.3,1133100.0,1498217.939769
50427,2.6,1.9,3.4,3.3,1.0,5.5,9.9,8.1,1.1,9.8,5.9,6.0,4.8,8.1,0.8,3.7,2.7,2.0,2.6,1.7,6.7,2.0,9.3,6.6,1.9,10.7,14.0,9.8,9.9,8.5,0.9,0.8,0.8,4.2,1137407.0,1394212.588845
50428,1.1,1.2,2.3,3.6,1.3,5.2,9.6,7.4,1.5,12.1,4.9,7.4,4.4,6.0,1.5,2.3,2.1,2.2,2.3,3.5,6.0,2.4,9.5,6.7,1.1,10.4,12.9,11.6,8.6,6.7,1.3,0.9,1.4,3.6,1011498.0,1206389.36933
50432,1.5,1.2,4.4,3.5,1.0,4.9,8.9,6.3,1.5,10.5,8.7,6.6,3.5,6.8,0.9,2.6,2.6,2.0,3.3,3.7,5.8,2.2,7.9,6.8,1.1,12.4,14.5,8.7,6.1,6.8,0.9,1.2,0.6,4.6,1717106.0,2289152.920064
50433,0.9,1.0,2.1,3.7,0.6,3.7,10.0,6.3,1.8,10.5,5.4,7.4,3.3,5.0,0.6,2.0,1.8,1.3,1.9,3.4,6.4,1.8,6.4,7.3,0.9,8.8,10.1,9.2,4.0,5.3,0.5,1.2,0.6,3.0,1293337.0,1623904.43413
50434,0.8,0.7,2.7,3.5,1.5,4.0,6.3,4.9,1.3,8.3,4.0,7.4,3.0,4.8,0.7,1.8,1.9,1.3,2.0,3.1,4.3,1.9,5.6,5.6,0.8,9.4,11.7,5.9,4.7,5.1,0.6,1.0,0.5,3.9,1084338.0,1379686.215787
50435,1.1,1.3,4.0,3.5,0.8,5.8,8.4,6.7,1.6,9.4,5.9,6.1,3.8,6.1,0.6,2.0,2.0,1.7,2.5,3.4,5.3,1.7,7.6,6.3,1.3,11.0,14.0,8.0,4.8,6.2,0.8,1.2,0.3,3.8,1377359.0,1736871.148313
50436,1.1,1.2,2.4,2.9,0.5,4.5,8.8,5.3,1.3,8.9,4.3,7.2,3.7,6.9,0.6,2.0,2.3,1.6,2.3,2.7,6.3,2.4,6.5,5.2,1.4,11.0,11.1,7.1,4.7,5.4,0.5,1.2,0.7,4.9,1303977.0,1651478.591576
50437,1.2,0.6,2.3,3.9,1.3,5.0,9.1,6.1,1.3,9.7,4.4,6.3,4.5,5.8,0.8,2.9,1.6,1.8,2.8,3.0,6.5,2.1,7.6,8.6,0.9,12.7,15.1,9.2,5.2,5.1,1.3,1.1,0.4,3.3,1341852.0,1648268.775041
50438,1.4,0.7,3.6,3.2,0.3,4.3,7.9,4.8,1.8,9.9,6.8,5.4,2.9,5.2,0.6,2.4,1.6,1.9,1.9,2.2,5.2,1.1,7.0,6.5,1.2,10.2,10.3,7.2,4.1,6.1,0.6,0.9,0.5,3.4,1293644.0,1614359.60994
50439,1.7,1.0,3.4,3.4,0.9,5.9,9.2,5.2,1.6,11.9,7.2,6.1,3.2,6.0,0.7,2.3,2.1,1.8,2.7,2.7,6.4,1.8,7.7,7.4,1.1,11.4,14.0,7.2,5.4,4.8,0.7,1.0,0.5,3.8,1368354.0,1808128.2609
50440,0.8,1.2,3.2,4.0,0.7,4.7,7.6,5.3,1.9,9.7,6.1,7.8,2.8,5.2,0.5,2.3,2.0,1.1,2.7,3.8,5.7,1.8,6.6,6.7,1.2,9.0,8.7,7.3,4.5,7.2,0.7,1.1,0.9,3.3,1254310.0,1619658.184414
50441,1.3,1.2,3.2,3.5,0.7,4.5,6.9,5.6,2.5,9.6,5.0,6.2,3.4,5.2,0.5,2.0,2.1,1.2,2.0,2.8,5.1,1.5,6.8,6.5,1.2,10.4,11.2,7.3,4.2,5.5,0.7,1.0,0.4,3.5,1346865.0,1709476.64774
50442,0.9,0.7,2.6,3.8,0.6,4.6,7.2,4.7,1.4,10.2,4.6,6.5,2.7,4.6,0.6,2.3,1.7,1.3,1.6,4.1,5.9,1.7,6.1,6.9,0.9,8.6,12.1,7.2,5.4,6.6,0.9,0.9,0.7,4.2,1322327.0,1710785.382968
50443,1.0,1.0,3.8,3.8,0.8,6.1,10.1,6.8,1.6,11.8,6.4,7.5,3.7,6.4,0.7,2.3,2.1,1.6,2.5,3.9,7.5,2.3,9.2,7.0,1.3,14.7,13.5,10.4,5.1,5.8,1.3,1.2,0.6,3.6,1354851.0,1765524.665799
50444,1.3,0.6,2.7,2.9,0.5,4.8,6.7,4.1,1.5,9.5,5.8,5.8,3.7,5.4,0.6,2.0,1.6,1.5,1.9,2.4,6.2,1.9,8.2,5.4,1.1,9.8,9.5,6.6,5.5,4.5,0.4,0.7,0.6,3.2,1097302.0,1437972.006486
50445,1.4,1.3,3.0,3.5,1.0,5.0,10.2,4.8,1.7,9.1,5.2,6.0,3.7,5.4,0.9,2.1,1.7,1.5,2.5,2.7,4.6,2.0,7.2,6.3,0.9,10.7,10.4,6.9,4.1,4.8,0.6,1.0,0.4,5.1,1232838.0,1597176.782878
50446,1.5,1.8,3.6,3.7,1.0,5.3,9.0,6.0,1.7,9.9,6.5,9.8,3.6,5.9,0.9,2.4,2.4,2.1,2.5,4.7,6.1,2.6,7.7,6.0,1.5,12.6,13.8,8.8,4.9,6.4,1.0,1.1,0.4,4.4,1347572.0,1832213.567844
50447,1.5,0.8,4.3,3.1,0.7,6.3,11.7,7.2,1.7,12.0,5.6,8.5,5.4,7.4,1.0,2.9,2.4,2.4,2.3,2.6,7.9,2.8,9.1,7.0,2.5,14.8,13.1,10.9,5.5,10.1,0.8,1.6,0.6,4.3,1396343.0,1724976.6592
50448,0.9,1.2,3.8,3.2,1.2,4.3,9.9,5.2,1.5,9.9,6.8,5.3,3.3,5.4,1.0,2.5,2.4,2.0,2.9,2.8,6.1,2.5,6.8,6.4,1.2,10.7,13.7,7.1,4.2,6.8,1.0,0.8,0.5,3.1,1399458.0,1630882.491041
50449,1.2,1.6,3.5,3.7,0.5,5.6,8.8,5.9,1.5,11.5,6.9,7.5,3.3,6.9,0.7,2.1,1.9,1.7,3.0,2.8,5.7,2.6,7.0,6.6,1.7,12.4,12.1,9.2,6.2,6.1,1.1,0.9,0.5,3.7,1269020.0,1645372.863385
50450,1.3,1.6,3.8,3.0,0.8,5.5,10.2,6.2,1.5,8.0,5.6,5.8,4.1,6.6,0.9,2.1,2.2,1.8,2.7,3.2,6.7,2.4,8.5,6.0,1.7,12.5,11.9,6.8,5.2,6.3,1.2,1.0,0.4,4.3,1380908.0,1795025.476346
50451,1.6,0.5,2.7,3.1,0.3,4.5,8.9,5.2,1.6,9.0,5.3,6.5,3.7,6.7,0.8,2.1,1.5,1.9,2.2,2.6,5.5,1.8,7.5,5.4,0.6,10.2,10.5,7.2,4.9,5.2,0.8,0.7,0.5,4.2,1178975.0,1448921.266519
50452,0.9,1.7,3.4,3.1,0.5,4.4,8.2,6.7,1.5,8.3,4.2,7.0,3.6,4.4,0.6,1.7,1.7,1.6,1.7,4.2,5.0,2.2,7.3,6.7,1.2,11.2,11.4,7.4,3.5,5.8,0.6,0.8,0.3,4.6,1323691.0,1695739.153842
50453,1.1,1.1,3.3,3.3,0.9,5.4,8.9,6.1,1.2,9.8,6.8,7.2,4.1,5.2,0.8,2.6,1.6,1.3,2.3,4.7,6.4,2.3,7.8,5.4,0.8,10.4,14.8,9.1,4.9,6.2,0.7,1.5,0.4,3.5,1250724.0,1480828.629163
50454,1.1,0.9,3.5,3.8,0.7,4.0,7.8,6.1,1.1,9.9,5.1,7.1,3.5,6.6,0.7,2.6,2.0,1.7,2.5,2.3,5.6,2.4,5.6,5.2,1.3,11.2,13.1,7.2,5.4,5.2,0.6,0.9,0.6,4.2,1289623.0,1582719.25273
50455,1.1,1.2,3.4,4.0,1.2,7.3,10.1,7.3,1.7,12.0,8.8,8.3,5.0,6.0,0.8,2.5,2.0,2.1,3.2,3.9,6.3,1.8,8.0,7.8,1.1,12.6,14.4,6.8,5.6,6.2,1.0,1.4,0.5,4.6,1293113.0,1739884.986775
50456,0.8,1.0,3.6,3.6,1.5,4.9,9.6,5.6,1.7,11.6,5.6,8.7,4.1,5.3,0.7,2.6,2.9,2.8,2.2,3.8,6.5,2.3,8.6,7.1,0.8,14.2,14.0,8.7,4.4,4.6,0.7,1.6,0.8,3.9,1320843.0,1754200.772172
50457,0.8,1.0,3.8,3.9,0.6,5.1,7.1,6.4,1.7,10.2,4.5,8.0,3.5,5.9,0.7,2.2,2.4,1.7,2.5,3.9,5.3,2.1,6.5,7.8,1.1,11.6,12.3,8.0,5.3,5.5,0.8,1.4,0.6,3.9,1301072.0,1637034.26839
50458,1.1,1.1,4.3,4.3,0.6,5.4,9.8,6.6,1.6,10.6,5.2,9.0,3.4,6.1,0.7,2.3,1.9,1.3,2.1,3.8,6.5,3.0,7.2,6.2,1.0,11.9,12.8,9.8,6.3,6.8,1.0,1.6,0.6,3.7,1175667.0,1525122.455394
50459,1.2,0.9,2.2,3.5,0.5,4.8,7.9,4.5,1.5,7.3,4.3,6.4,2.2,4.5,0.8,2.3,1.3,1.2,1.2,2.6,5.4,1.6,5.6,5.0,1.1,8.1,10.3,7.1,3.6,4.1,0.7,0.9,0.3,3.4,1219321.0,1580225.529867
50460,1.0,0.8,3.0,3.8,0.3,5.3,8.8,5.7,1.3,9.5,6.9,8.0,3.6,6.5,0.8,2.3,2.1,1.7,2.5,2.8,6.4,2.5,7.7,7.0,1.2,12.6,12.6,9.3,5.6,6.5,1.2,1.1,0.6,3.9,1437987.0,1834646.747057
